envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
5368	32688000	31416000	33096000	33336000	32376000	33216000	32346350.8245877
5369	32709000	31413000	33213000	33333000	32373000	33213000	32348448.2758621
5370	32754000	31410000	33330000	33330000	32490000	33210000	32350545.7271364
5371	32751000	31407000	33327000	33327000	32487000	33207000	32352643.1784108
5372	32748000	31404000	33324000	33324000	32484000	33204000	32354740.6296852
5373	32745000	31401000	33321000	33321000	32481000	33201000	32356838.0809595
5374	32742000	31398000	33318000	33318000	32478000	33198000	32358935.5322339
5375	32739000	31395000	33315000	33315000	32475000	33195000	32361020.9895052
5376	32736000	31392000	33312000	33312000	32472000	33192000	32363106.4467766
5377	32733000	31389000	33309000	33309000	32469000	33189000	32365191.904048
5378	32730000	31386000	33306000	33306000	32466000	33186000	32367277.3613193
5379	32727000	31383000	33303000	33303000	32463000	33183000	32369362.8185907
5380	32724000	31380000	33300000	33300000	32460000	33180000	32371448.2758621
5381	32721000	31377000	33297000	33297000	32457000	33177000	32373533.7331334
5382	32718000	31374000	33294000	33294000	32454000	33174000	32375619.1904048
5383	32715000	31371000	33291000	33291000	32451000	33171000	32377704.6476762
5384	32712000	31368000	33288000	33288000	32448000	33168000	32379766.1169415
5385	32709000	31365000	33285000	33285000	32445000	33165000	32381827.5862069
5386	32706000	31362000	33282000	33282000	32442000	33162000	32383889.0554723
5387	32727000	31359000	33279000	33399000	32439000	33159000	32385950.5247376
5388	32724000	31356000	33276000	33396000	32436000	33156000	32388000
5389	32721000	31353000	33273000	33393000	32433000	33153000	32390025.4872564
5390	32718000	31350000	33270000	33390000	32430000	33150000	32392038.9805098
5391	32715000	31347000	33267000	33387000	32427000	33147000	32394040.4797601
5392	32736000	31344000	33384000	33384000	32424000	33144000	32396029.9850075
5393	32733000	31341000	33381000	33381000	32421000	33141000	32398019.4902549
5394	32730000	31338000	33378000	33378000	32418000	33138000	32400020.9895052
5395	32727000	31335000	33375000	33375000	32415000	33135000	32402010.4947526
5396	32724000	31332000	33372000	33372000	32412000	33132000	32404000
5397	32721000	31329000	33369000	33369000	32409000	33129000	32405989.5052474
5398	32718000	31326000	33366000	33366000	32406000	33126000	32407979.0104948
5399	32715000	31323000	33363000	33363000	32403000	33123000	32409956.5217391
5400	32712000	31320000	33360000	33360000	32400000	33120000	32411934.0329835
5401	32709000	31317000	33357000	33357000	32397000	33117000	32413911.5442279
5402	32706000	31314000	33354000	33354000	32394000	33114000	32415889.0554723
5403	32703000	31311000	33351000	33351000	32391000	33111000	32417866.5667166
5404	32724000	31308000	33348000	33468000	32388000	33108000	32419844.077961
5405	32721000	31305000	33345000	33465000	32385000	33105000	32421821.5892054
5406	32718000	31302000	33342000	33462000	32382000	33102000	32423799.1004498
5407	32715000	31299000	33339000	33459000	32379000	33099000	32425776.6116942
5408	32712000	31296000	33336000	33456000	32376000	33096000	32427754.1229385
5409	32709000	31293000	33333000	33453000	32373000	33093000	32429719.6401799
5410	32706000	31290000	33330000	33450000	32370000	33090000	32431685.1574213
5411	32727000	31287000	33327000	33567000	32367000	33087000	32433650.6746627
5412	32724000	31284000	33324000	33564000	32364000	33084000	32435628.185907
5413	32721000	31281000	33321000	33561000	32361000	33081000	32437605.6971514
5414	32742000	31278000	33318000	33558000	32358000	33198000	32439595.2023988
5415	32739000	31275000	33315000	33555000	32355000	33195000	32441584.7076462
5416	32736000	31272000	33312000	33552000	32352000	33192000	32443550.2248876
5417	32733000	31269000	33309000	33549000	32349000	33189000	32445515.7421289
5418	32730000	31266000	33306000	33546000	32346000	33186000	32447481.2593703
5419	32751000	31263000	33303000	33543000	32463000	33183000	32449458.7706147
5420	32772000	31260000	33420000	33540000	32460000	33180000	32451424.2878561
5421	32817000	31377000	33417000	33537000	32577000	33177000	32453389.8050975
5422	32814000	31374000	33414000	33534000	32574000	33174000	32455355.3223388
5423	32835000	31371000	33411000	33651000	32571000	33171000	32457308.8455772
5424	32832000	31368000	33408000	33648000	32568000	33168000	32459250.3748126
5425	32829000	31365000	33405000	33645000	32565000	33165000	32461191.904048
5426	32826000	31362000	33402000	33642000	32562000	33162000	32463133.4332834
5427	32823000	31359000	33399000	33639000	32559000	33159000	32465062.9685157
5428	32844000	31476000	33396000	33636000	32556000	33156000	32467004.4977511
5429	32841000	31473000	33393000	33633000	32553000	33153000	32468934.0329835
5430	32838000	31470000	33390000	33630000	32550000	33150000	32470863.5682159
5431	32835000	31467000	33387000	33627000	32547000	33147000	32472793.1034483
5432	32832000	31464000	33384000	33624000	32544000	33144000	32474722.6386807
5433	32829000	31461000	33381000	33621000	32541000	33141000	32476652.173913
5434	32826000	31458000	33378000	33618000	32538000	33138000	32478581.7091454
5435	32823000	31455000	33375000	33615000	32535000	33135000	32480499.2503748
5436	32820000	31452000	33372000	33612000	32532000	33132000	32482416.7916042
5437	32817000	31449000	33369000	33609000	32529000	33129000	32484334.3328336
5438	32862000	31566000	33366000	33726000	32526000	33126000	32486251.874063
5439	32859000	31563000	33363000	33723000	32523000	33123000	32488169.4152924
5440	32856000	31560000	33360000	33720000	32520000	33120000	32490086.9565217
5441	32853000	31557000	33357000	33717000	32517000	33117000	32492004.4977511
5442	32850000	31554000	33354000	33714000	32514000	33114000	32493910.0449775
5443	32895000	31671000	33351000	33711000	32511000	33231000	32495815.5922039
5444	32892000	31668000	33348000	33708000	32508000	33228000	32497721.1394303
5445	32889000	31665000	33345000	33705000	32505000	33225000	32499626.6866567
5446	32886000	31662000	33342000	33702000	32502000	33222000	32501532.2338831
5447	32907000	31779000	33339000	33699000	32499000	33219000	32503437.7811094
5448	32904000	31776000	33336000	33696000	32496000	33216000	32505355.3223388
5449	32901000	31773000	33333000	33693000	32493000	33213000	32507284.8575712
5450	32922000	31770000	33330000	33810000	32490000	33210000	32509214.3928036
5451	32919000	31767000	33327000	33807000	32487000	33207000	32511131.934033
5452	32916000	31764000	33324000	33804000	32484000	33204000	32513049.4752624
5453	32913000	31761000	33321000	33801000	32481000	33201000	32514967.0164918
5454	32910000	31758000	33318000	33798000	32478000	33198000	32516884.5577211
5455	32931000	31755000	33315000	33795000	32595000	33195000	32518814.0929535
5456	32928000	31752000	33312000	33792000	32592000	33192000	32520743.6281859
5457	32925000	31749000	33309000	33789000	32589000	33189000	32522673.1634183
5458	32922000	31746000	33306000	33786000	32586000	33186000	32524614.6926537
5459	32919000	31743000	33303000	33783000	32583000	33183000	32526568.2158921
5460	32916000	31740000	33300000	33780000	32580000	33180000	32528521.7391304
5461	32913000	31737000	33297000	33777000	32577000	33177000	32530475.2623688
5462	32910000	31734000	33294000	33774000	32574000	33174000	32532428.7856072
5463	32907000	31731000	33291000	33771000	32571000	33171000	32534394.3028486
5464	32904000	31728000	33288000	33768000	32568000	33168000	32536359.82009
5465	32925000	31725000	33405000	33765000	32565000	33165000	32538301.3493253
5466	32922000	31722000	33402000	33762000	32562000	33162000	32540242.8785607
5467	32919000	31719000	33399000	33759000	32559000	33159000	32542184.4077961
5468	32916000	31716000	33396000	33756000	32556000	33156000	32544113.9430285
5469	32913000	31713000	33393000	33753000	32553000	33153000	32546055.4722639
5470	32910000	31710000	33390000	33750000	32550000	33150000	32547997.0014993
5471	32907000	31707000	33387000	33747000	32547000	33147000	32549938.5307346
5472	32904000	31704000	33384000	33744000	32544000	33144000	32551880.05997
5473	32901000	31701000	33381000	33741000	32541000	33141000	32553821.5892054
5474	32898000	31698000	33378000	33738000	32538000	33138000	32555763.1184408
5475	32895000	31695000	33375000	33735000	32535000	33135000	32557704.6476762
5476	32916000	31692000	33372000	33852000	32532000	33132000	32559658.1709145
5477	32913000	31689000	33369000	33849000	32529000	33129000	32561623.6881559
5478	32910000	31686000	33366000	33846000	32526000	33126000	32563589.2053973
5479	32907000	31683000	33363000	33843000	32523000	33123000	32565578.7106447
5480	32904000	31680000	33360000	33840000	32520000	33120000	32567580.2098951
5481	32901000	31677000	33357000	33837000	32517000	33117000	32569581.7091454
5482	32898000	31674000	33354000	33834000	32514000	33114000	32571583.2083958
5483	32919000	31791000	33351000	33831000	32511000	33111000	32573584.7076462
5484	32940000	31788000	33348000	33828000	32508000	33228000	32575586.2068965
5485	32937000	31785000	33345000	33825000	32505000	33225000	32577587.7061469
5486	32934000	31782000	33342000	33822000	32502000	33222000	32579589.2053973
5487	32931000	31779000	33339000	33819000	32499000	33219000	32581602.6986507
5488	32928000	31776000	33336000	33816000	32496000	33216000	32583628.185907
5489	32925000	31773000	33333000	33813000	32493000	33213000	32585653.6731634
5490	32922000	31770000	33330000	33810000	32490000	33210000	32587691.1544228
5491	32919000	31767000	33327000	33807000	32487000	33207000	32589728.6356822
5492	32916000	31764000	33324000	33804000	32484000	33204000	32591766.1169415
5493	32913000	31761000	33321000	33801000	32481000	33201000	32593803.5982009
5494	32910000	31758000	33318000	33798000	32478000	33198000	32595841.0794603
5495	32931000	31875000	33315000	33795000	32475000	33195000	32597878.5607196
5496	32952000	31872000	33432000	33792000	32472000	33192000	32599916.041979
5497	32949000	31869000	33429000	33789000	32469000	33189000	32601953.5232384
5498	32946000	31866000	33426000	33786000	32466000	33186000	32603967.0164918
5499	32943000	31863000	33423000	33783000	32463000	33183000	32605968.5157421
5500	32940000	31860000	33420000	33780000	32460000	33180000	32607970.0149925
5501	32937000	31857000	33417000	33777000	32457000	33177000	32609971.5142429
5502	32934000	31854000	33414000	33774000	32454000	33174000	32611973.0134933
5503	32955000	31851000	33411000	33771000	32571000	33171000	32613986.5067466
5504	32952000	31848000	33408000	33768000	32568000	33168000	32615976.011994
5505	32949000	31845000	33405000	33765000	32565000	33165000	32617965.5172414
5506	32946000	31842000	33402000	33762000	32562000	33162000	32619943.0284858
5507	32967000	31839000	33399000	33879000	32559000	33159000	32621920.5397301
5508	32964000	31836000	33396000	33876000	32556000	33156000	32623886.0569715
5509	32961000	31833000	33393000	33873000	32553000	33153000	32625839.5802099
5510	32958000	31830000	33390000	33870000	32550000	33150000	32627781.1094453
5511	32979000	31827000	33387000	33987000	32547000	33147000	32629722.6386807
5512	32976000	31824000	33384000	33984000	32544000	33144000	32631664.167916
5513	32973000	31821000	33381000	33981000	32541000	33141000	32633605.6971514
5514	32970000	31818000	33378000	33978000	32538000	33138000	32635559.2203898
5515	32967000	31815000	33375000	33975000	32535000	33135000	32637500.7496252
5516	32964000	31812000	33372000	33972000	32532000	33132000	32639454.2728636
5517	32961000	31809000	33369000	33969000	32529000	33129000	32641419.790105
5518	32958000	31806000	33366000	33966000	32526000	33126000	32643373.3133433
5519	32955000	31803000	33363000	33963000	32523000	33123000	32645338.8305847
5520	32952000	31800000	33360000	33960000	32520000	33120000	32647304.3478261
5521	32949000	31797000	33357000	33957000	32517000	33117000	32649269.8650675
5522	32946000	31794000	33354000	33954000	32514000	33114000	32651247.3763118
5523	32943000	31791000	33351000	33951000	32511000	33111000	32653224.8875562
5524	32940000	31788000	33348000	33948000	32508000	33108000	32655202.3988006
5525	32937000	31785000	33345000	33945000	32505000	33105000	32657179.910045
5526	32958000	31782000	33342000	33942000	32622000	33102000	32659157.4212894
5527	32979000	31779000	33339000	33939000	32739000	33099000	32661134.9325337
5528	3.3e+07	31896000	33336000	33936000	32736000	33096000	32663112.4437781
5529	33021000	31893000	33453000	33933000	32733000	33093000	32665089.9550225
5530	33018000	31890000	33450000	33930000	32730000	33090000	32667067.4662669
5531	33015000	31887000	33447000	33927000	32727000	33087000	32669056.9715142
5532	33036000	31884000	33564000	33924000	32724000	33084000	32671046.4767616
5533	33057000	31881000	33561000	34041000	32721000	33081000	32673035.982009
5534	33078000	31878000	33678000	34038000	32718000	33078000	32675025.4872564
5535	33075000	31875000	33675000	34035000	32715000	33075000	32677002.9985007
5536	33072000	31872000	33672000	34032000	32712000	33072000	32678980.5097451
5537	33069000	31869000	33669000	34029000	32709000	33069000	32680946.0269865
5538	33066000	31866000	33666000	34026000	32706000	33066000	32682911.5442279
5539	33063000	31863000	33663000	34023000	32703000	33063000	32684877.0614693
5540	33084000	31980000	33660000	34020000	32700000	33060000	32686854.5727136
5541	33081000	31977000	33657000	34017000	32697000	33057000	32688856.071964
5542	33078000	31974000	33654000	34014000	32694000	33054000	32690857.5712144
5543	33075000	31971000	33651000	34011000	32691000	33051000	32692859.0704648
5544	33072000	31968000	33648000	34008000	32688000	33048000	32694860.5697151
5545	33069000	31965000	33645000	34005000	32685000	33045000	32696850.0749625
5546	33066000	31962000	33642000	34002000	32682000	33042000	32698839.5802099
5547	33063000	31959000	33639000	33999000	32679000	33039000	32700829.0854573
5548	33060000	31956000	33636000	33996000	32676000	33036000	32702818.5907046
5549	33081000	31953000	33633000	33993000	32673000	33153000	32704796.101949
5550	33078000	31950000	33630000	33990000	32670000	33150000	32706761.6191904
5551	33075000	31947000	33627000	33987000	32667000	33147000	32708715.1424288
5552	33072000	31944000	33624000	33984000	32664000	33144000	32710680.6596702
5553	33069000	31941000	33621000	33981000	32661000	33141000	32712658.1709145
5554	33090000	31938000	33618000	34098000	32658000	33138000	32714635.6821589
5555	33087000	31935000	33615000	34095000	32655000	33135000	32716613.1934033
5556	33084000	31932000	33612000	34092000	32652000	33132000	32718590.7046477
5557	33081000	31929000	33609000	34089000	32649000	33129000	32720556.2218891
5558	33078000	31926000	33606000	34086000	32646000	33126000	32722521.7391304
5559	33075000	31923000	33603000	34083000	32643000	33123000	32724487.2563718
5560	33120000	31920000	33720000	34080000	32760000	33120000	32726452.7736132
5561	33117000	31917000	33717000	34077000	32757000	33117000	32728394.3028486
5562	33114000	31914000	33714000	34074000	32754000	33114000	32730335.832084
5563	33135000	31911000	33831000	34071000	32751000	33111000	32732289.3553223
5564	33132000	31908000	33828000	34068000	32748000	33108000	32734254.8725637
5565	33129000	31905000	33825000	34065000	32745000	33105000	32736208.3958021
5566	33126000	31902000	33822000	34062000	32742000	33102000	32738161.9190405
5567	33147000	31899000	33819000	34179000	32739000	33099000	32740115.4422789
5568	33144000	31896000	33816000	34176000	32736000	33096000	32742068.9655172
5569	33141000	31893000	33813000	34173000	32733000	33093000	32744022.4887556
5570	33138000	31890000	33810000	34170000	32730000	33090000	32745964.017991
5571	33135000	31887000	33807000	34167000	32727000	33087000	32747905.5472264
5572	33132000	31884000	33804000	34164000	32724000	33084000	32749859.0704648
5573	33129000	31881000	33801000	34161000	32721000	33081000	32751800.5997002
5574	33126000	31878000	33798000	34158000	32718000	33078000	32753742.1289355
5575	33123000	31875000	33795000	34155000	32715000	33075000	32755683.6581709
5576	33120000	31872000	33792000	34152000	32712000	33072000	32757625.1874063
5577	33117000	31869000	33789000	34149000	32709000	33069000	32759566.7166417
5578	33114000	31866000	33786000	34146000	32706000	33066000	32761496.2518741
5579	33135000	31863000	33783000	34143000	32823000	33063000	32763425.7871064
5580	33132000	31860000	33780000	34140000	32820000	33060000	32765355.3223388
5581	33129000	31857000	33777000	34137000	32817000	33057000	32767284.8575712
5582	33126000	31854000	33774000	34134000	32814000	33054000	32769226.3868066
5583	33123000	31851000	33771000	34131000	32811000	33051000	32771167.916042
5584	33144000	31968000	33768000	34128000	32808000	33048000	32773097.4512744
5585	33141000	31965000	33765000	34125000	32805000	33045000	32775038.9805098
5586	33138000	31962000	33762000	34122000	32802000	33042000	32776992.5037481
5587	33135000	31959000	33759000	34119000	32799000	33039000	32778934.0329835
5588	33156000	31956000	33756000	34236000	32796000	33036000	32780875.5622189
5589	33153000	31953000	33753000	34233000	32793000	33033000	32782817.0914543
5590	33174000	31950000	33750000	34230000	32790000	33150000	32784758.6206897
5591	33171000	31947000	33747000	34227000	32787000	33147000	32786700.149925
5592	33216000	31944000	33864000	34224000	32784000	33264000	32788641.6791604
5593	33213000	31941000	33861000	34221000	32781000	33261000	32790583.2083958
5594	33210000	31938000	33858000	34218000	32778000	33258000	32792500.7496252
5595	33207000	31935000	33855000	34215000	32775000	33255000	32794430.2848576
5596	33204000	31932000	33852000	34212000	32772000	33252000	32796359.82009
5597	33201000	31929000	33849000	34209000	32769000	33249000	32798289.3553223
5598	33198000	31926000	33846000	34206000	32766000	33246000	32800218.8905547
5599	33195000	31923000	33843000	34203000	32763000	33243000	32802148.4257871
5600	33216000	31920000	33840000	34320000	32760000	33240000	32804065.9670165
5601	33213000	31917000	33837000	34317000	32757000	33237000	32805983.5082459
5602	33210000	31914000	33834000	34314000	32754000	33234000	32807901.0494753
5603	33207000	31911000	33831000	34311000	32751000	33231000	32809806.5967016
5604	33204000	31908000	33828000	34308000	32748000	33228000	32811712.143928
5605	33225000	31905000	33945000	34305000	32745000	33225000	32813617.6911544
5606	33222000	31902000	33942000	34302000	32742000	33222000	32815523.2383808
5607	33219000	31899000	33939000	34299000	32739000	33219000	32817428.7856072
5608	33216000	31896000	33936000	34296000	32736000	33216000	32819310.3448276
5609	33213000	31893000	33933000	34293000	32733000	33213000	32821203.898051
5610	33210000	31890000	33930000	34290000	32730000	33210000	32823097.4512744
5611	33207000	31887000	33927000	34287000	32727000	33207000	32825002.9985007
5612	33204000	31884000	33924000	34284000	32724000	33204000	32826908.5457271
5613	33201000	31881000	33921000	34281000	32721000	33201000	32828814.0929535
5614	33198000	31878000	33918000	34278000	32718000	33198000	32830707.6461769
5615	33195000	31875000	33915000	34275000	32715000	33195000	32832601.1994003
5616	33192000	31872000	33912000	34272000	32712000	33192000	32834494.7526237
5617	33189000	31869000	33909000	34269000	32709000	33189000	32836388.3058471
5618	33186000	31866000	33906000	34266000	32706000	33186000	32838281.8590705
5619	33183000	31863000	33903000	34263000	32703000	33183000	32840175.4122939
5620	33204000	31860000	34020000	34260000	32700000	33180000	32842068.9655172
5621	33201000	31857000	34017000	34257000	32697000	33177000	32843962.5187406
5622	33222000	31854000	34134000	34254000	32694000	33174000	32845856.071964
5623	33219000	31851000	34131000	34251000	32691000	33171000	32847749.6251874
5624	33216000	31848000	34128000	34248000	32688000	33168000	32849643.1784108
5625	33213000	31845000	34125000	34245000	32685000	33165000	32851536.7316342
5626	33210000	31842000	34122000	34242000	32682000	33162000	32853430.2848576
5627	33207000	31839000	34119000	34239000	32679000	33159000	32855335.832084
5628	33204000	31836000	34116000	34236000	32676000	33156000	32857241.3793103
5629	33225000	31953000	34113000	34233000	32673000	33153000	32859146.9265367
5630	33222000	31950000	34110000	34230000	32670000	33150000	32861052.4737631
5631	33219000	31947000	34107000	34227000	32667000	33147000	32862958.0209895
5632	33216000	31944000	34104000	34224000	32664000	33144000	32864863.5682159
5633	33237000	31941000	34221000	34221000	32661000	33141000	32866769.1154423
5634	33234000	31938000	34218000	34218000	32658000	33138000	32868674.6626687
5635	33231000	31935000	34215000	34215000	32655000	33135000	32870580.2098951
5636	33228000	31932000	34212000	34212000	32652000	33132000	32872473.7631184
5637	33225000	31929000	34209000	34209000	32649000	33129000	32874355.3223388
5638	33222000	31926000	34206000	34206000	32646000	33126000	32876236.8815592
5639	33219000	31923000	34203000	34203000	32643000	33123000	32878130.4347826
5640	33216000	31920000	34200000	34200000	32640000	33120000	32880023.988006
5641	33213000	31917000	34197000	34197000	32637000	33117000	32881917.5412294
5642	33210000	31914000	34194000	34194000	32634000	33114000	32883811.0944528
5643	33207000	31911000	34191000	34191000	32631000	33111000	32885704.6476762
5644	33204000	31908000	34188000	34188000	32628000	33108000	32887586.2068966
5645	33201000	31905000	34185000	34185000	32625000	33105000	32889467.7661169
5646	33198000	31902000	34182000	34182000	32622000	33102000	32891349.3253373
5647	33195000	31899000	34179000	34179000	32619000	33099000	32893230.8845577
5648	33192000	31896000	34176000	34176000	32616000	33096000	32895100.4497751
5649	33189000	31893000	34173000	34173000	32613000	33093000	32896958.0209895
5650	33210000	32010000	34170000	34170000	32610000	33090000	32898815.5922039
5651	33207000	32007000	34167000	34167000	32607000	33087000	32900661.1694153
5652	33228000	32004000	34164000	34164000	32604000	33204000	32902506.7466267
5653	33225000	32001000	34161000	34161000	32601000	33201000	32904352.3238381
5654	33222000	31998000	34158000	34158000	32598000	33198000	32906197.9010495
5655	33219000	31995000	34155000	34155000	32595000	33195000	32908031.4842579
5656	33216000	31992000	34152000	34152000	32592000	33192000	32909865.0674663
5657	33213000	31989000	34149000	34149000	32589000	33189000	32911686.6566717
5658	33210000	31986000	34146000	34146000	32586000	33186000	32913508.2458771
5659	33207000	31983000	34143000	34143000	32583000	33183000	32915329.8350825
5660	33204000	31980000	34140000	34140000	32580000	33180000	32917139.4302849
5661	33201000	31977000	34137000	34137000	32577000	33177000	32918949.0254873
5662	33198000	31974000	34134000	34134000	32574000	33174000	32920758.6206897
5663	33219000	31971000	34251000	34131000	32571000	33171000	32922568.2158921
5664	33216000	31968000	34248000	34128000	32568000	33168000	32924377.8110945
5665	33213000	31965000	34245000	34125000	32565000	33165000	32926187.4062969
5666	33210000	31962000	34242000	34122000	32562000	33162000	32927985.0074963
5667	33207000	31959000	34239000	34119000	32559000	33159000	32929794.6026987
5668	33228000	32076000	34236000	34116000	32556000	33156000	32931592.2038981
5669	33225000	32073000	34233000	34113000	32553000	33153000	32933389.8050975
5670	33246000	32070000	34230000	34110000	32670000	33150000	32935175.4122939
5671	33243000	32067000	34227000	34107000	32667000	33147000	32936961.0194903
5672	33240000	32064000	34224000	34104000	32664000	33144000	32938746.6266867
5673	33237000	32061000	34221000	34101000	32661000	33141000	32940532.2338831
5674	33234000	32058000	34218000	34098000	32658000	33138000	32942329.8350825
5675	33231000	32055000	34215000	34095000	32655000	33135000	32944127.4362819
5676	33252000	32052000	34332000	34092000	32652000	33132000	32945913.0434783
5677	33249000	32049000	34329000	34089000	32649000	33129000	32947686.6566717
5678	33246000	32046000	34326000	34086000	32646000	33126000	32949460.2698651
5679	33243000	32043000	34323000	34083000	32643000	33123000	32951245.8770615
5680	33240000	32040000	34320000	34080000	32640000	33120000	32953031.4842579
5681	33237000	32037000	34317000	34077000	32637000	33117000	32954793.1034483
5682	33234000	32034000	34314000	34074000	32634000	33114000	32956554.7226387
5683	33231000	32031000	34311000	34071000	32631000	33111000	32958316.3418291
5684	33228000	32028000	34308000	34068000	32628000	33108000	32960077.9610195
5685	33225000	32025000	34305000	34065000	32625000	33105000	32961851.5742129
5686	33222000	32022000	34302000	34062000	32622000	33102000	32963625.1874063
5687	33219000	32019000	34299000	34059000	32619000	33099000	32965398.8005997
5688	33216000	32016000	34296000	34056000	32616000	33096000	32967184.4077961
5689	33213000	32013000	34293000	34053000	32613000	33093000	32968970.0149925
5690	33210000	32010000	34290000	34050000	32610000	33090000	32970755.6221889
5691	33207000	32007000	34287000	34047000	32607000	33087000	32972541.2293853
5692	33204000	32004000	34284000	34044000	32604000	33084000	32974326.8365817
5693	33201000	32001000	34281000	34041000	32601000	33081000	32976112.4437781
5694	33222000	31998000	34278000	34038000	32718000	33078000	32977898.0509745
5695	33219000	31995000	34275000	34035000	32715000	33075000	32979683.6581709
5696	33216000	31992000	34272000	34032000	32712000	33072000	32981481.2593703
5697	33213000	31989000	34269000	34029000	32709000	33069000	32983278.8605697
5698	33210000	31986000	34266000	34026000	32706000	33066000	32985076.4617691
5699	33207000	31983000	34263000	34023000	32703000	33063000	32986886.0569715
5700	33204000	31980000	34260000	34020000	32700000	33060000	32988695.6521739
5701	33225000	31977000	34257000	34017000	32697000	33177000	32990493.2533733
5702	33222000	31974000	34254000	34014000	32694000	33174000	32992290.8545727
5703	33243000	32091000	34251000	34011000	32691000	33171000	32994076.4617691
5704	33240000	32088000	34248000	34008000	32688000	33168000	32995862.0689655
5705	33237000	32085000	34245000	34005000	32685000	33165000	32997659.6701649
5706	33234000	32082000	34242000	34002000	32682000	33162000	32999457.2713643
5707	33231000	32079000	34239000	33999000	32679000	33159000	33001242.8785607
5708	33228000	32076000	34236000	33996000	32676000	33156000	33003028.4857571
5709	33225000	32073000	34233000	33993000	32673000	33153000	33004814.0929535
5710	33222000	32070000	34230000	33990000	32670000	33150000	33006611.6941529
5711	33219000	32067000	34227000	33987000	32667000	33147000	33008409.2953523
5712	33216000	32064000	34224000	33984000	32664000	33144000	33010218.8905547
5713	33213000	32061000	34221000	33981000	32661000	33141000	33012028.4857571
5714	33210000	32058000	34218000	33978000	32658000	33138000	33013838.0809595
5715	33231000	32055000	34215000	33975000	32775000	33135000	33015647.6761619
5716	33228000	32052000	34212000	33972000	32772000	33132000	33017457.2713643
5717	33249000	32049000	34329000	33969000	32769000	33129000	33019266.8665667
5718	33246000	32046000	34326000	33966000	32766000	33126000	33021088.4557721
5719	33243000	32043000	34323000	33963000	32763000	33123000	33022910.0449775
5720	33240000	32040000	34320000	33960000	32760000	33120000	33024731.6341829
5721	33261000	32037000	34437000	33957000	32757000	33117000	33026553.2233883
5722	33258000	32034000	34434000	33954000	32754000	33114000	33028374.8125937
5723	33255000	32031000	34431000	33951000	32751000	33111000	33030196.4017991
5724	33252000	32028000	34428000	33948000	32748000	33108000	33032017.9910045
5725	33249000	32025000	34425000	33945000	32745000	33105000	33033839.5802099
5726	33246000	32022000	34422000	33942000	32742000	33102000	33035649.1754123
5727	33243000	32019000	34419000	33939000	32739000	33099000	33037458.7706147
5728	33264000	32016000	34536000	33936000	32736000	33096000	33039280.3598201
5729	33261000	32013000	34533000	33933000	32733000	33093000	33041089.9550225
5730	33258000	32010000	34530000	33930000	32730000	33090000	33042887.5562219
5731	33255000	32007000	34527000	33927000	32727000	33087000	33044685.1574213
5732	33276000	32004000	34524000	34044000	32724000	33084000	33046470.7646177
5733	33297000	32121000	34521000	34041000	32721000	33081000	33048256.3718141
5734	33294000	32118000	34518000	34038000	32718000	33078000	33050053.9730135
5735	33315000	32115000	34515000	34155000	32715000	33075000	33051851.5742129
5736	33312000	32112000	34512000	34152000	32712000	33072000	33053649.1754123
5737	33309000	32109000	34509000	34149000	32709000	33069000	33055446.7766117
5738	33330000	32106000	34506000	34146000	32826000	33066000	33057244.3778111
5739	33327000	32103000	34503000	34143000	32823000	33063000	33059041.9790105
5740	33324000	32100000	34500000	34140000	32820000	33060000	33060839.5802099
5741	33321000	32097000	34497000	34137000	32817000	33057000	33062625.1874063
5742	33318000	32094000	34494000	34134000	32814000	33054000	33064410.7946027
5743	33315000	32091000	34491000	34131000	32811000	33051000	33066196.4017991
5744	33312000	32088000	34488000	34128000	32808000	33048000	33067982.0089955
5745	33309000	32085000	34485000	34125000	32805000	33045000	33069767.6161919
5746	33306000	32082000	34482000	34122000	32802000	33042000	33071541.2293853
5747	33303000	32079000	34479000	34119000	32799000	33039000	33073302.8485757
5748	33300000	32076000	34476000	34116000	32796000	33036000	33075064.4677661
5749	33297000	32073000	34473000	34113000	32793000	33033000	33076826.0869565
5750	33294000	32070000	34470000	34110000	32790000	33030000	33078587.7061469
5751	33315000	32067000	34587000	34107000	32787000	33027000	33080337.3313343
5752	33312000	32064000	34584000	34104000	32784000	33024000	33082074.9625187
5753	33309000	32061000	34581000	34101000	32781000	33021000	33083824.5877062
5754	33306000	32058000	34578000	34098000	32778000	33018000	33085574.2128936
5755	33303000	32055000	34575000	34095000	32775000	33015000	33087323.838081
5756	33300000	32052000	34572000	34092000	32772000	33012000	33089109.4452774
5757	33297000	32049000	34569000	34089000	32769000	33009000	33090895.0524738
5758	33294000	32046000	34566000	34086000	32766000	33006000	33092680.6596702
5759	33291000	32043000	34563000	34083000	32763000	33003000	33094454.2728636
5760	33312000	32160000	34560000	34080000	32760000	3.3e+07	33096227.886057
5761	33309000	32157000	34557000	34077000	32757000	32997000	33098013.4932534
5762	33306000	32154000	34554000	34074000	32754000	32994000	33099799.1004498
5763	33303000	32151000	34551000	34071000	32751000	32991000	33101584.7076462
5764	33300000	32148000	34548000	34068000	32748000	32988000	33103370.3148426
5765	33321000	32145000	34545000	34065000	32745000	33105000	33105167.916042
5766	33318000	32142000	34542000	34062000	32742000	33102000	33106965.5172414
5767	33339000	32139000	34659000	34059000	32739000	33099000	33108751.1244378
