max_depth	min_split	ganancia_promedio
-1	2	4	1000	50794000
-1	4	4	1000	50708000
-1	8	4	1000	50706000
-1	16	4	1000	50872000
-1	32	4	1000	51004000
-1	500	4	1000	50418000
-1	250	4	1000	51714000
-1	2	4	800	50794000
-1	4	4	800	50708000
-1	8	4	800	50706000
-1	16	4	800	50872000
-1	32	4	800	51004000
-1	400	4	800	49938000
-1	200	4	800	52188000
-1	2	4	600	50794000
-1	4	4	600	50708000
-1	8	4	600	50706000
-1	16	4	600	50872000
-1	32	4	600	51004000
-1	300	4	600	51914000
-1	150	4	600	51956000
-1	2	4	400	50794000
-1	4	4	400	50708000
-1	8	4	400	50706000
-1	16	4	400	50872000
-1	32	4	400	51004000
-1	200	4	400	52188000
-1	100	4	400	51498000
-1	2	4	200	50864000
-1	4	4	200	50854000
-1	8	4	200	50852000
-1	16	4	200	51018000
-1	32	4	200	51150000
-1	100	4	200	51498000
-1	50	4	200	51354000
-1	2	4	100	50844000
-1	4	4	100	50834000
-1	8	4	100	50832000
-1	16	4	100	50998000
-1	32	4	100	51272000
-1	50	4	100	51452000
-1	25	4	100	51172000
-1	2	4	50	50844000
-1	4	4	50	50834000
-1	8	4	50	50832000
-1	16	4	50	50998000
-1	32	4	50	51272000
-1	25	4	50	51172000
-1	12.5	4	50	51088000
-1	2	4	20	50844000
-1	4	4	20	50834000
-1	8	4	20	50832000
-1	16	4	20	50998000
-1	32	4	20	51272000
-1	10	4	20	50832000
-1	5	4	20	50834000
-1	2	4	10	50844000
-1	4	4	10	50834000
-1	8	4	10	50832000
-1	16	4	10	50998000
-1	32	4	10	51272000
-1	5	4	10	50834000
-1	2.5	4	10	50844000
-1	2	6	1000	52620000
-1	4	6	1000	52552000
-1	8	6	1000	53104000
-1	16	6	1000	53376000
-1	32	6	1000	53126000
-1	500	6	1000	53698000
-1	250	6	1000	52824000
-1	2	6	800	52620000
-1	4	6	800	52536000
-1	8	6	800	5.3e+07
-1	16	6	800	53572000
-1	32	6	800	53338000
-1	400	6	800	52354000
-1	200	6	800	53480000
-1	2	6	600	52620000
-1	4	6	600	52532000
-1	8	6	600	52960000
-1	16	6	600	53510000
-1	32	6	600	53302000
-1	300	6	600	53142000
-1	150	6	600	54174000
-1	2	6	400	52620000
-1	4	6	400	52532000
-1	8	6	400	52958000
-1	16	6	400	53508000
-1	32	6	400	53276000
-1	200	6	400	54062000
-1	100	6	400	53810000
-1	2	6	200	52272000
-1	4	6	200	52260000
-1	8	6	200	52680000
-1	16	6	200	52956000
-1	32	6	200	53138000
-1	100	6	200	53684000
-1	50	6	200	53816000
-1	2	6	100	52080000
-1	4	6	100	52072000
-1	8	6	100	52188000
-1	16	6	100	52958000
-1	32	6	100	53022000
-1	50	6	100	53262000
-1	25	6	100	52746000
-1	2	6	50	52044000
-1	4	6	50	52036000
-1	8	6	50	52178000
-1	16	6	50	53044000
-1	32	6	50	53064000
-1	25	6	50	52854000
-1	12.5	6	50	52542000
-1	2	6	20	51990000
-1	4	6	20	51846000
-1	8	6	20	51942000
-1	16	6	20	53098000
-1	32	6	20	53064000
-1	10	6	20	52254000
-1	5	6	20	51540000
-1	2	6	10	51578000
-1	4	6	10	51456000
-1	8	6	10	51892000
-1	16	6	10	53098000
-1	32	6	10	53064000
-1	5	6	10	51080000
-1	2.5	6	10	51578000
-1	2	8	1000	52370000
-1	4	8	1000	52228000
-1	8	8	1000	53430000
-1	16	8	1000	53512000
-1	32	8	1000	52794000
-1	500	8	1000	50172000
-1	250	8	1000	51146000
-1	2	8	800	52658000
-1	4	8	800	52498000
-1	8	8	800	53516000
-1	16	8	800	53592000
-1	32	8	800	51768000
-1	400	8	800	49016000
-1	200	8	800	54152000
-1	2	8	600	52692000
-1	4	8	600	52520000
-1	8	8	600	53482000
-1	16	8	600	54056000
-1	32	8	600	51944000
-1	300	8	600	51808000
-1	150	8	600	52588000
-1	2	8	400	52712000
-1	4	8	400	52540000
-1	8	8	400	53448000
-1	16	8	400	53858000
-1	32	8	400	51088000
-1	200	8	400	54336000
-1	100	8	400	51802000
-1	2	8	200	52336000
-1	4	8	200	52158000
-1	8	8	200	52826000
-1	16	8	200	53150000
-1	32	8	200	50668000
-1	100	8	200	51354000
-1	50	8	200	51710000
-1	2	8	100	51250000
-1	4	8	100	51266000
-1	8	8	100	51714000
-1	16	8	100	52542000
-1	32	8	100	50140000
-1	50	8	100	50640000
-1	25	8	100	51284000
-1	2	8	50	50882000
-1	4	8	50	50794000
-1	8	8	50	51190000
-1	16	8	50	52302000
-1	32	8	50	49804000
-1	25	8	50	51156000
-1	12.5	8	50	51576000
-1	2	8	20	50158000
-1	4	8	20	49636000
-1	8	8	20	49382000
-1	16	8	20	51746000
-1	32	8	20	49804000
-1	10	8	20	50780000
-1	5	8	20	49640000
-1	2	8	10	49080000
-1	4	8	10	48974000
-1	8	8	10	49370000
-1	16	8	10	51746000
-1	32	8	10	49804000
-1	5	8	10	48872000
-1	2.5	8	10	49080000
-1	2	10	1000	52202000
-1	4	10	1000	51792000
-1	8	10	1000	51610000
-1	16	10	1000	51608000
-1	32	10	1000	50912000
-1	500	10	1000	49180000
-1	250	10	1000	49474000
-1	2	10	800	52090000
-1	4	10	800	51032000
-1	8	10	800	51012000
-1	16	10	800	50082000
-1	32	10	800	49980000
-1	400	10	800	48024000
-1	200	10	800	52272000
-1	2	10	600	52196000
-1	4	10	600	50908000
-1	8	10	600	50738000
-1	16	10	600	51010000
-1	32	10	600	50744000
-1	300	10	600	49668000
-1	150	10	600	49472000
-1	2	10	400	52320000
-1	4	10	400	50430000
-1	8	10	400	50082000
-1	16	10	400	51510000
-1	32	10	400	50118000
-1	200	10	400	52482000
-1	100	10	400	50550000
-1	2	10	200	50874000
-1	4	10	200	49842000
-1	8	10	200	49264000
-1	16	10	200	50122000
-1	32	10	200	49290000
-1	100	10	200	48864000
-1	50	10	200	50132000
-1	2	10	100	49586000
-1	4	10	100	48366000
-1	8	10	100	47104000
-1	16	10	100	48292000
-1	32	10	100	48358000
-1	50	10	100	48152000
-1	25	10	100	49128000
-1	2	10	50	48876000
-1	4	10	50	47222000
-1	8	10	50	46274000
-1	16	10	50	47696000
-1	32	10	50	47278000
-1	25	10	50	47770000
-1	12.5	10	50	47574000
-1	2	10	20	46818000
-1	4	10	20	44340000
-1	8	10	20	42326000
-1	16	10	20	46592000
-1	32	10	20	47278000
-1	10	10	20	43978000
-1	5	10	20	43656000
-1	2	10	10	44926000
-1	4	10	10	42526000
-1	8	10	10	42088000
-1	16	10	10	46592000
-1	32	10	10	47278000
