envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
4146	26706000	26082000	26802000	27282000	27162000	26202000	26332902.5487256
4147	26727000	26079000	26799000	27279000	27279000	26199000	26336847.0764618
4148	26724000	26076000	26796000	27276000	27276000	26196000	26340791.6041979
4149	26721000	26073000	26793000	27273000	27273000	26193000	26344736.131934
4150	26718000	26070000	26790000	27270000	27270000	26190000	26348692.6536732
4151	26715000	26067000	26787000	27267000	27267000	26187000	26352649.1754123
4152	26712000	26064000	26784000	27264000	27264000	26184000	26356605.6971514
4153	26709000	26061000	26781000	27261000	27261000	26181000	26360562.2188906
4154	26706000	26058000	26778000	27258000	27258000	26178000	26364518.7406297
4155	26703000	26055000	26775000	27255000	27255000	26175000	26368475.2623688
4156	26700000	26052000	26772000	27252000	27252000	26172000	26372419.790105
4157	26697000	26049000	26769000	27249000	27249000	26169000	26376364.3178411
4158	26694000	26046000	26766000	27246000	27246000	26166000	26380308.8455772
4159	26739000	26163000	26763000	27243000	27363000	26163000	26384253.3733133
4160	26736000	26160000	26760000	27240000	27360000	26160000	26388209.8950525
4161	26733000	26157000	26757000	27237000	27357000	26157000	26392166.4167916
4162	26730000	26154000	26754000	27234000	27354000	26154000	26396122.9385307
4163	26727000	26151000	26751000	27231000	27351000	26151000	26400091.4542729
4164	26772000	26148000	26868000	27228000	27348000	26268000	26404047.976012
4165	26769000	26145000	26865000	27225000	27345000	26265000	26408004.4977511
4166	26790000	26262000	26862000	27222000	27342000	26262000	26411961.0194903
4167	26787000	26259000	26859000	27219000	27339000	26259000	26415917.5412294
4168	26784000	26256000	26856000	27216000	27336000	26256000	26419874.0629685
4169	26805000	26253000	26853000	27213000	27333000	26373000	26423830.5847077
4170	26826000	26250000	26850000	27210000	27330000	26490000	26427763.1184408
4171	26847000	26247000	26847000	27207000	27327000	26607000	26431695.6521739
4172	26844000	26244000	26844000	27204000	27324000	26604000	26435640.17991
4173	26865000	26241000	26841000	27201000	27441000	26601000	26439584.7076462
4174	26886000	26358000	26838000	27198000	27438000	26598000	26443553.2233883
4175	26883000	26355000	26835000	27195000	27435000	26595000	26447509.7451274
4176	26880000	26352000	26832000	27192000	27432000	26592000	26451478.2608696
4177	26877000	26349000	26829000	27189000	27429000	26589000	26455458.7706147
4178	26874000	26346000	26826000	27186000	27426000	26586000	26459451.2743628
4179	26871000	26343000	26823000	27183000	27423000	26583000	26463443.7781109
4180	26868000	26340000	26820000	27180000	27420000	26580000	26467424.2878561
4181	26865000	26337000	26817000	27177000	27417000	26577000	26471404.7976012
4182	26862000	26334000	26814000	27174000	27414000	26574000	26475373.3133433
4183	26859000	26331000	26811000	27171000	27411000	26571000	26479341.8290855
4184	26856000	26328000	26808000	27168000	27408000	26568000	26483286.3568216
4185	26877000	26325000	26805000	27285000	27405000	26565000	26487230.8845577
4186	26874000	26322000	26802000	27282000	27402000	26562000	26491175.4122939
4187	26895000	26439000	26799000	27279000	27399000	26559000	26495131.934033
4188	26892000	26436000	26796000	27276000	27396000	26556000	26499112.4437781
4189	26889000	26433000	26793000	27273000	27393000	26553000	26503104.9475262
4190	26910000	26550000	26790000	27270000	27390000	26550000	26507085.4572714
4191	26907000	26547000	26787000	27267000	27387000	26547000	26511065.9670165
4192	26904000	26544000	26784000	27264000	27384000	26544000	26515034.4827586
4193	26901000	26541000	26781000	27261000	27381000	26541000	26519002.9985008
4194	26898000	26538000	26778000	27258000	27378000	26538000	26522971.5142429
4195	26895000	26535000	26775000	27255000	27375000	26535000	26526940.029985
4196	26916000	26532000	26772000	27252000	27492000	26532000	26530908.5457271
4197	26937000	26529000	26769000	27249000	27489000	26649000	26534877.0614693
4198	26934000	26526000	26766000	27246000	27486000	26646000	26538857.5712144
4199	26931000	26523000	26763000	27243000	27483000	26643000	26542838.0809595
4200	26952000	26640000	26760000	27240000	27480000	26640000	26546818.5907046
4201	26973000	26637000	26757000	27237000	27597000	26637000	26550811.0944528
4202	26970000	26634000	26754000	27234000	27594000	26634000	26554803.5982009
4203	26967000	26631000	26751000	27231000	27591000	26631000	26558796.101949
4204	26964000	26628000	26748000	27228000	27588000	26628000	26562776.6116942
4205	26961000	26625000	26745000	27225000	27585000	26625000	26566745.1274363
4206	26958000	26622000	26742000	27222000	27582000	26622000	26570713.6431784
4207	26955000	26619000	26739000	27219000	27579000	26619000	26574682.1589205
4208	26952000	26616000	26736000	27216000	27576000	26616000	26578650.6746627
4209	26949000	26613000	26733000	27213000	27573000	26613000	26582619.1904048
4210	26946000	26610000	26730000	27210000	27570000	26610000	26586575.7121439
4211	26967000	26727000	26727000	27207000	27567000	26607000	26590532.2338831
4212	26964000	26724000	26724000	27204000	27564000	26604000	26594488.7556222
4213	27009000	26841000	26721000	27321000	27561000	26601000	26598445.2773613
4214	27006000	26838000	26718000	27318000	27558000	26598000	26602401.7991005
4215	27027000	26835000	26715000	27315000	27555000	26715000	26606358.3208396
4216	27024000	26832000	26712000	27312000	27552000	26712000	26610302.8485757
4217	27045000	26829000	26709000	27309000	27669000	26709000	26614235.3823088
4218	27042000	26826000	26706000	27306000	27666000	26706000	26618167.916042
4219	27039000	26823000	26703000	27303000	27663000	26703000	26622100.4497751
4220	27036000	26820000	26700000	27300000	27660000	26700000	26626032.9835082
4221	27033000	26817000	26697000	27297000	27657000	26697000	26629953.5232384
4222	27030000	26814000	26694000	27294000	27654000	26694000	26633862.0689655
4223	27027000	26811000	26691000	27291000	27651000	26691000	26637782.6086957
4224	27024000	26808000	26688000	27288000	27648000	26688000	26641727.1364318
4225	27021000	26805000	26685000	27285000	27645000	26685000	26645671.6641679
4226	27018000	26802000	26682000	27282000	27642000	26682000	26649604.197901
4227	27063000	26799000	26679000	27399000	27639000	26799000	26653536.7316342
4228	27060000	26796000	26676000	27396000	27636000	26796000	26657469.2653673
4229	27081000	26793000	26673000	27513000	27633000	26793000	26661401.7991005
4230	27078000	26790000	26670000	27510000	27630000	26790000	26665346.3268366
4231	27075000	26787000	26667000	27507000	27627000	26787000	26669290.8545727
4232	27072000	26784000	26664000	27504000	27624000	26784000	26673235.3823088
4233	27069000	26781000	26661000	27501000	27621000	26781000	26677167.916042
4234	27066000	26778000	26658000	27498000	27618000	26778000	26681112.4437781
4235	27063000	26775000	26655000	27495000	27615000	26775000	26685068.9655172
4236	27084000	26772000	26652000	27492000	27732000	26772000	26689025.4872564
4237	27081000	26769000	26649000	27489000	27729000	26769000	26692994.0029985
4238	27102000	26886000	26646000	27486000	27726000	26766000	26696962.5187406
4239	27099000	26883000	26643000	27483000	27723000	26763000	26700931.0344828
4240	27096000	26880000	26640000	27480000	27720000	26760000	26704899.5502249
4241	27093000	26877000	26637000	27477000	27717000	26757000	26708892.053973
4242	27090000	26874000	26634000	27474000	27714000	26754000	26712872.5637181
4243	27087000	26871000	26631000	27471000	27711000	26751000	26716853.0734633
4244	27084000	26868000	26628000	27468000	27708000	26748000	26720833.5832084
4245	27081000	26865000	26625000	27465000	27705000	26745000	26724826.0869565
4246	27078000	26862000	26622000	27462000	27702000	26742000	26728818.5907046
4247	27099000	26859000	26619000	27459000	27819000	26739000	26732799.1004498
4248	27096000	26856000	26616000	27456000	27816000	26736000	26736791.6041979
4249	27093000	26853000	26613000	27453000	27813000	26733000	26740784.107946
4250	27114000	26850000	26730000	27450000	27810000	26730000	26744788.6056972
4251	27111000	26847000	26727000	27447000	27807000	26727000	26748805.0974513
4252	27132000	26964000	26724000	27444000	27804000	26724000	26752833.5832084
4253	27153000	26961000	26721000	27441000	27921000	26721000	26756862.0689655
4254	27150000	26958000	26718000	27438000	27918000	26718000	26760890.5547226
4255	27147000	26955000	26715000	27435000	27915000	26715000	26764919.0404798
4256	27144000	26952000	26712000	27432000	27912000	26712000	26768947.5262369
4257	27141000	26949000	26709000	27429000	27909000	26709000	26772976.011994
4258	27138000	26946000	26706000	27426000	27906000	26706000	26777004.4977511
4259	27135000	26943000	26703000	27423000	27903000	26703000	26781020.9895052
4260	27132000	26940000	26700000	27420000	27900000	26700000	26785049.4752624
4261	27129000	26937000	26697000	27417000	27897000	26697000	26789077.9610195
4262	27126000	26934000	26694000	27414000	27894000	26694000	26793106.4467766
4263	27123000	26931000	26691000	27411000	27891000	26691000	26797134.9325337
4264	27120000	26928000	26688000	27408000	27888000	26688000	26801175.4122939
4265	27117000	26925000	26685000	27405000	27885000	26685000	26805215.892054
4266	27114000	26922000	26682000	27402000	27882000	26682000	26809244.3778111
4267	27111000	26919000	26679000	27399000	27879000	26679000	26813272.8635682
4268	27108000	26916000	26676000	27396000	27876000	26676000	26817301.3493253
4269	27105000	26913000	26673000	27393000	27873000	26673000	26821317.8410795
4270	27102000	26910000	26670000	27390000	27870000	26670000	26825334.3328336
4271	27123000	26907000	26787000	27387000	27867000	26667000	26829350.8245877
4272	27120000	26904000	26784000	27384000	27864000	26664000	26833379.3103448
4273	27117000	26901000	26781000	27381000	27861000	26661000	26837419.790105
4274	27114000	26898000	26778000	27378000	27858000	26658000	26841460.2698651
4275	27135000	26895000	26895000	27375000	27855000	26655000	26845500.7496252
4276	27156000	27012000	26892000	27372000	27852000	26652000	26849541.2293853
4277	27153000	27009000	26889000	27369000	27849000	26649000	26853581.7091454
4278	27150000	27006000	26886000	27366000	27846000	26646000	26857622.1889055
4279	27147000	27003000	26883000	27363000	27843000	26643000	26861662.6686657
4280	27144000	2.7e+07	26880000	27360000	27840000	26640000	26865703.1484258
4281	27165000	26997000	26997000	27357000	27837000	26637000	26869743.6281859
4282	27162000	26994000	26994000	27354000	27834000	26634000	26873784.107946
4283	27183000	26991000	26991000	27351000	27831000	26751000	26877812.5937032
4284	27180000	26988000	26988000	27348000	27828000	26748000	26881853.0734633
4285	27177000	26985000	26985000	27345000	27825000	26745000	26885869.5652174
4286	27174000	26982000	26982000	27342000	27822000	26742000	26889886.0569715
4287	27195000	26979000	26979000	27459000	27819000	26739000	26893926.5367316
4288	27216000	26976000	26976000	27576000	27816000	26736000	26897967.0164918
4289	27213000	26973000	26973000	27573000	27813000	26733000	26902007.4962519
4290	27234000	27090000	26970000	27570000	27810000	26730000	26906047.976012
4291	27231000	27087000	26967000	27567000	27807000	26727000	26910088.4557721
4292	27228000	27084000	26964000	27564000	27804000	26724000	26914116.9415292
4293	27225000	27081000	26961000	27561000	27801000	26721000	26918157.4212894
4294	27222000	27078000	26958000	27558000	27798000	26718000	26922197.9010495
4295	27219000	27075000	26955000	27555000	27795000	26715000	26926238.3808096
4296	27240000	27072000	26952000	27672000	27792000	26712000	26930278.8605697
4297	27237000	27069000	26949000	27669000	27789000	26709000	26934319.3403298
4298	27234000	27066000	26946000	27666000	27786000	26706000	26938359.82009
4299	27231000	27063000	26943000	27663000	27783000	26703000	26942400.2998501
4300	27228000	27060000	26940000	27660000	27780000	26700000	26946416.7916042
4301	27225000	27057000	26937000	27657000	27777000	26697000	26950433.2833583
4302	27222000	27054000	26934000	27654000	27774000	26694000	26954449.7751124
4303	27219000	27051000	26931000	27651000	27771000	26691000	26958478.2608696
4304	27216000	27048000	26928000	27648000	27768000	26688000	26962506.7466267
4305	27213000	27045000	26925000	27645000	27765000	26685000	26966547.2263868
4306	27210000	27042000	26922000	27642000	27762000	26682000	26970587.7061469
4307	27207000	27039000	26919000	27639000	27759000	26679000	26974628.1859071
4308	27228000	27036000	27036000	27636000	27756000	26676000	26978692.6536732
4309	27225000	27033000	27033000	27633000	27753000	26673000	26982757.1214393
4310	27222000	27030000	27030000	27630000	27750000	26670000	26986821.5892054
4311	27219000	27027000	27027000	27627000	27747000	26667000	26990898.0509745
4312	27216000	27024000	27024000	27624000	27744000	26664000	26994974.5127436
4313	27213000	27021000	27021000	27621000	27741000	26661000	26999050.9745127
4314	27210000	27018000	27018000	27618000	27738000	26658000	27003127.4362819
4315	27231000	27015000	27135000	27615000	27735000	26655000	27007191.904048
4316	27228000	27012000	27132000	27612000	27732000	26652000	27011256.3718141
4317	27225000	27009000	27129000	27609000	27729000	26649000	27015320.8395802
4318	27222000	27006000	27126000	27606000	27726000	26646000	27019397.3013493
4319	27219000	27003000	27123000	27603000	27723000	26643000	27023461.7691154
4320	27216000	2.7e+07	27120000	27600000	27720000	26640000	27027526.2368816
4321	27213000	26997000	27117000	27597000	27717000	26637000	27031590.7046477
4322	27234000	26994000	27114000	27594000	27834000	26634000	27035643.1784108
4323	27231000	26991000	27111000	27591000	27831000	26631000	27039695.6521739
4324	27252000	26988000	27108000	27588000	27828000	26748000	27043748.125937
4325	27249000	26985000	27105000	27585000	27825000	26745000	27047800.5997001
4326	27246000	26982000	27102000	27582000	27822000	26742000	27051853.0734633
4327	27243000	26979000	27099000	27579000	27819000	26739000	27055905.5472264
4328	27240000	26976000	27096000	27576000	27816000	26736000	27059934.0329835
4329	27237000	26973000	27093000	27573000	27813000	26733000	27063962.5187406
4330	27234000	26970000	27090000	27570000	27810000	26730000	27067991.0044978
4331	27255000	26967000	27087000	27567000	27807000	26847000	27072031.4842579
4332	27252000	26964000	27084000	27564000	27804000	26844000	27076059.970015
4333	27249000	26961000	27081000	27561000	27801000	26841000	27080088.4557721
4334	27246000	26958000	27078000	27558000	27798000	26838000	27084140.9295352
4335	27243000	26955000	27075000	27555000	27795000	26835000	27088193.4032984
4336	27264000	26952000	27072000	27672000	27792000	26832000	27092245.8770615
4337	27261000	26949000	27069000	27669000	27789000	26829000	27096298.3508246
4338	27258000	26946000	27066000	27666000	27786000	26826000	27100350.8245877
4339	27255000	26943000	27063000	27663000	27783000	26823000	27104403.2983508
4340	27252000	26940000	27060000	27660000	27780000	26820000	27108443.7781109
4341	27273000	26937000	27057000	27657000	27897000	26817000	27112484.2578711
4342	27270000	26934000	27054000	27654000	27894000	26814000	27116512.7436282
4343	27267000	26931000	27051000	27651000	27891000	26811000	27120541.2293853
4344	27264000	26928000	27048000	27648000	27888000	26808000	27124557.7211394
4345	27261000	26925000	27045000	27645000	27885000	26805000	27128574.2128936
4346	27258000	26922000	27042000	27642000	27882000	26802000	27132590.7046477
4347	27255000	26919000	27039000	27639000	27879000	26799000	27136607.1964018
4348	27252000	26916000	27036000	27636000	27876000	26796000	27140611.6941529
4349	27249000	26913000	27033000	27633000	27873000	26793000	27144616.191904
4350	27270000	26910000	27150000	27630000	27870000	26790000	27148620.6896552
4351	27267000	26907000	27147000	27627000	27867000	26787000	27152625.1874063
4352	27264000	26904000	27144000	27624000	27864000	26784000	27156629.6851574
4353	27261000	26901000	27141000	27621000	27861000	26781000	27160634.1829085
4354	27258000	26898000	27138000	27618000	27858000	26778000	27164626.6866567
4355	27255000	26895000	27135000	27615000	27855000	26775000	27168607.1964018
4356	27276000	26892000	27132000	27732000	27852000	26772000	27172599.7001499
4357	27273000	26889000	27129000	27729000	27849000	26769000	27176592.2038981
4358	27270000	26886000	27126000	27726000	27846000	26766000	27180584.7076462
4359	27291000	26883000	27243000	27723000	27843000	26763000	27184577.2113943
4360	27288000	26880000	27240000	27720000	27840000	26760000	27188569.7151424
4361	27285000	26877000	27237000	27717000	27837000	26757000	27192562.2188906
4362	27282000	26874000	27234000	27714000	27834000	26754000	27196554.7226387
4363	27279000	26871000	27231000	27711000	27831000	26751000	27200547.2263868
4364	27276000	26868000	27228000	27708000	27828000	26748000	27204551.7241379
4365	27297000	26865000	27225000	27825000	27825000	26745000	27208556.2218891
4366	27294000	26862000	27222000	27822000	27822000	26742000	27212560.7196402
4367	27291000	26859000	27219000	27819000	27819000	26739000	27216553.2233883
4368	27312000	26856000	27336000	27816000	27816000	26736000	27220545.7271364
4369	27309000	26853000	27333000	27813000	27813000	26733000	27224526.2368816
4370	27306000	26850000	27330000	27810000	27810000	26730000	27228518.7406297
4371	27303000	26847000	27327000	27807000	27807000	26727000	27232511.2443778
4372	27324000	26844000	27444000	27804000	27804000	26724000	27236503.7481259
4373	27345000	26841000	27561000	27801000	27801000	26721000	27240496.2518741
4374	27342000	26838000	27558000	27798000	27798000	26718000	27244500.7496252
4375	27339000	26835000	27555000	27795000	27795000	26715000	27248529.2353823
4376	27336000	26832000	27552000	27792000	27792000	26712000	27252557.7211394
4377	27333000	26829000	27549000	27789000	27789000	26709000	27256574.2128936
4378	27330000	26826000	27546000	27786000	27786000	26706000	27260566.7166417
4379	27327000	26823000	27543000	27783000	27783000	26703000	27264559.2203898
4380	27324000	26820000	27540000	27780000	27780000	26700000	27268551.7241379
4381	27345000	26817000	27537000	27777000	27777000	26817000	27272544.2278861
4382	27342000	26814000	27534000	27774000	27774000	26814000	27276536.7316342
4383	27339000	26811000	27531000	27771000	27771000	26811000	27280517.2413793
4384	27336000	26808000	27528000	27768000	27768000	26808000	27284485.7571214
4385	27357000	26805000	27525000	27885000	27765000	26805000	27288454.2728636
4386	27378000	26802000	27642000	27882000	27762000	26802000	27292422.7886057
4387	27423000	26919000	27639000	27879000	27759000	26919000	27296379.3103448
4388	27420000	26916000	27636000	27876000	27756000	26916000	27300335.832084
4389	27417000	26913000	27633000	27873000	27753000	26913000	27304292.3538231
4390	27414000	26910000	27630000	27870000	27750000	26910000	27308248.8755622
4391	27411000	26907000	27627000	27867000	27747000	26907000	27312205.3973014
4392	27408000	26904000	27624000	27864000	27744000	26904000	27316149.9250375
4393	27405000	26901000	27621000	27861000	27741000	26901000	27320082.4587706
4394	27402000	26898000	27618000	27858000	27738000	26898000	27324038.9805097
4395	27399000	26895000	27615000	27855000	27735000	26895000	27328007.4962519
4396	27396000	26892000	27612000	27852000	27732000	26892000	27331976.011994
4397	27393000	26889000	27609000	27849000	27729000	26889000	27335944.5277361
4398	27390000	26886000	27606000	27846000	27726000	26886000	27339913.0434783
4399	27387000	26883000	27603000	27843000	27723000	26883000	27343893.5532234
4400	27408000	2.7e+07	27600000	27840000	27720000	26880000	27347886.0569715
4401	27429000	27117000	27597000	27837000	27717000	26877000	27351890.5547226
4402	27426000	27114000	27594000	27834000	27714000	26874000	27355895.0524738
4403	27423000	27111000	27591000	27831000	27711000	26871000	27359887.5562219
4404	27444000	27228000	27588000	27828000	27708000	26868000	27363892.053973
4405	27441000	27225000	27585000	27825000	27705000	26865000	27367896.5517241
4406	27438000	27222000	27582000	27822000	27702000	26862000	27371913.0434783
4407	27435000	27219000	27579000	27819000	27699000	26859000	27375929.5352324
4408	27456000	27336000	27576000	27816000	27696000	26856000	27379946.0269865
4409	27477000	27333000	27573000	27813000	27693000	26973000	27383962.5187406
4410	27498000	27330000	27570000	27810000	27810000	26970000	27387967.0164918
4411	27519000	27447000	27567000	27807000	27807000	26967000	27391959.5202399
4412	27516000	27444000	27564000	27804000	27804000	26964000	27395940.029985
4413	27513000	27441000	27561000	27801000	27801000	26961000	27399908.5457271
4414	27510000	27438000	27558000	27798000	27798000	26958000	27403877.0614693
4415	27507000	27435000	27555000	27795000	27795000	26955000	27407845.5772114
4416	27528000	27432000	27552000	27792000	27792000	27072000	27411802.0989505
4417	27549000	27429000	27549000	27789000	27909000	27069000	27415746.6266867
4418	27546000	27426000	27546000	27786000	27906000	27066000	27419679.1604198
4419	27567000	27423000	27663000	27783000	27903000	27063000	27423599.7001499
4420	27564000	27420000	27660000	27780000	27900000	27060000	27427532.2338831
4421	27561000	27417000	27657000	27777000	27897000	27057000	27431464.7676162
4422	27558000	27414000	27654000	27774000	27894000	27054000	27435397.3013493
4423	27555000	27411000	27651000	27771000	27891000	27051000	27439329.8350825
4424	27552000	27408000	27648000	27768000	27888000	27048000	27443262.3688156
4425	27549000	27405000	27645000	27765000	27885000	27045000	27447182.9085457
4426	27546000	27402000	27642000	27762000	27882000	27042000	27451103.4482759
4427	27567000	27399000	27639000	27759000	27999000	27039000	27455011.994003
4428	27564000	27396000	27636000	27756000	27996000	27036000	27458920.5397301
4429	27561000	27393000	27633000	27753000	27993000	27033000	27462829.0854573
4430	27558000	27390000	27630000	27750000	27990000	27030000	27466737.6311844
4431	27555000	27387000	27627000	27747000	27987000	27027000	27470646.1769115
4432	27552000	27384000	27624000	27744000	27984000	27024000	27474554.7226387
4433	27549000	27381000	27621000	27741000	27981000	27021000	27478463.2683658
4434	27570000	27378000	27618000	27738000	27978000	27138000	27482371.814093
4435	27591000	27375000	27735000	27735000	27975000	27135000	27486268.3658171
4436	27588000	27372000	27732000	27732000	27972000	27132000	27490164.9175412
4437	27585000	27369000	27729000	27729000	27969000	27129000	27494073.4632684
4438	27582000	27366000	27726000	27726000	27966000	27126000	27497982.0089955
4439	27579000	27363000	27723000	27723000	27963000	27123000	27501890.5547226
4440	27576000	27360000	27720000	27720000	27960000	27120000	27505799.1004498
4441	27573000	27357000	27717000	27717000	27957000	27117000	27509695.6521739
4442	27594000	27354000	27834000	27714000	27954000	27114000	27513592.2038981
4443	27591000	27351000	27831000	27711000	27951000	27111000	27517488.7556222
4444	27612000	27348000	27828000	27708000	27948000	27228000	27521385.3073463
4445	27609000	27345000	27825000	27705000	27945000	27225000	27525281.8590705
4446	27606000	27342000	27822000	27702000	27942000	27222000	27529166.4167916
4447	27627000	27459000	27819000	27699000	27939000	27219000	27533050.9745127
4448	27624000	27456000	27816000	27696000	27936000	27216000	27536935.5322339
4449	27621000	27453000	27813000	27693000	27933000	27213000	27540808.095952
4450	27666000	27570000	27810000	27690000	27930000	27330000	27544692.6536732
4451	27663000	27567000	27807000	27687000	27927000	27327000	27548577.2113943
4452	27660000	27564000	27804000	27684000	27924000	27324000	27552473.7631184
4453	27657000	27561000	27801000	27681000	27921000	27321000	27556358.3208396
4454	27702000	27678000	27798000	27798000	27918000	27318000	27560242.8785607
4455	27699000	27675000	27795000	27795000	27915000	27315000	27564127.4362819
4456	27720000	27672000	27912000	27792000	27912000	27312000	27568011.994003
4457	27717000	27669000	27909000	27789000	27909000	27309000	27571896.5517241
4458	27714000	27666000	27906000	27786000	27906000	27306000	27575769.1154423
4459	27711000	27663000	27903000	27783000	27903000	27303000	27579641.6791604
4460	27732000	27660000	27900000	27900000	27900000	27300000	27583502.2488756
4461	27753000	27777000	27897000	27897000	27897000	27297000	27587362.8185907
4462	27750000	27774000	27894000	27894000	27894000	27294000	27591199.4002999
4463	27771000	27771000	27891000	27891000	27891000	27411000	27595035.982009
4464	27768000	27768000	27888000	27888000	27888000	27408000	27598872.5637181
4465	27765000	27765000	27885000	27885000	27885000	27405000	27602709.1454273
4466	27762000	27762000	27882000	27882000	27882000	27402000	27606545.7271364
4467	27759000	27759000	27879000	27879000	27879000	27399000	27610394.3028486
4468	27756000	27756000	27876000	27876000	27876000	27396000	27614242.8785607
4469	27753000	27753000	27873000	27873000	27873000	27393000	27618091.4542729
4470	27750000	27750000	27870000	27870000	27870000	27390000	27621940.029985
4471	27747000	27747000	27867000	27867000	27867000	27387000	27625788.6056972
4472	27744000	27744000	27864000	27864000	27864000	27384000	27629625.1874063
4473	27741000	27741000	27861000	27861000	27861000	27381000	27633449.7751124
4474	27738000	27738000	27858000	27858000	27858000	27378000	27637286.3568216
4475	27735000	27735000	27855000	27855000	27855000	27375000	27641122.9385307
4476	27732000	27732000	27852000	27852000	27852000	27372000	27644971.5142429
4477	27729000	27729000	27849000	27849000	27849000	27369000	27648820.089955
4478	27726000	27726000	27846000	27846000	27846000	27366000	27652644.6776612
4479	27747000	27723000	27843000	27843000	27843000	27483000	27656469.2653673
4480	27744000	27720000	27840000	27840000	27840000	27480000	27660293.8530735
4481	27741000	27717000	27837000	27837000	27837000	27477000	27664106.4467766
4482	27738000	27714000	27834000	27834000	27834000	27474000	27667931.0344828
4483	27759000	27711000	27831000	27831000	27831000	27591000	27671755.6221889
4484	27756000	27708000	27828000	27828000	27828000	27588000	27675592.2038981
4485	27801000	27825000	27825000	27825000	27945000	27585000	27679428.7856072
4486	27822000	27822000	27942000	27822000	27942000	27582000	27683265.3673163
4487	27819000	27819000	27939000	27819000	27939000	27579000	27687089.9550225
4488	27816000	27816000	27936000	27816000	27936000	27576000	27690914.5427286
4489	27813000	27813000	27933000	27813000	27933000	27573000	27694751.1244378
4490	27810000	27810000	27930000	27810000	27930000	27570000	27698587.7061469
4491	27807000	27807000	27927000	27807000	27927000	27567000	27702424.2878561
4492	27804000	27804000	27924000	27804000	27924000	27564000	27706272.8635682
4493	27801000	27801000	27921000	27801000	27921000	27561000	27710109.4452774
4494	27846000	27798000	28038000	27798000	28038000	27558000	27713946.0269865
4495	27867000	27915000	28035000	27795000	28035000	27555000	27717782.6086957
4496	27912000	27912000	28152000	27792000	28152000	27552000	27721619.1904048
4497	27909000	27909000	28149000	27789000	28149000	27549000	27725443.7781109
4498	27906000	27906000	28146000	27786000	28146000	27546000	27729268.3658171
4499	27927000	27903000	28143000	27783000	28143000	27663000	27733092.9535232
4500	27948000	27900000	28140000	27900000	28140000	27660000	27736917.5412294
4501	27945000	27897000	28137000	27897000	28137000	27657000	27740742.1289355
4502	27942000	27894000	28134000	27894000	28134000	27654000	27744554.7226387
4503	27939000	27891000	28131000	27891000	28131000	27651000	27748391.3043478
4504	27984000	28008000	28128000	28008000	28128000	27648000	27752203.898051
4505	27981000	28005000	28125000	28005000	28125000	27645000	27756016.4917541
4506	28002000	28002000	28242000	28002000	28122000	27642000	27759817.0914543
4507	27999000	27999000	28239000	27999000	28119000	27639000	27763605.6971514
4508	28020000	28116000	28236000	27996000	28116000	27636000	27767370.3148426
4509	28017000	28113000	28233000	27993000	28113000	27633000	27771134.9325337
4510	28014000	28110000	28230000	27990000	28110000	27630000	27774887.5562219
4511	28011000	28107000	28227000	27987000	28107000	27627000	27778640.17991
4512	28032000	28104000	28224000	27984000	28224000	27624000	27782392.8035982
4513	28029000	28101000	28221000	27981000	28221000	27621000	27786145.4272864
4514	28026000	28098000	28218000	27978000	28218000	27618000	27789898.0509745
4515	28023000	28095000	28215000	27975000	28215000	27615000	27793662.6686657
4516	28020000	28092000	28212000	27972000	28212000	27612000	27797439.2803598
4517	28017000	28089000	28209000	27969000	28209000	27609000	27801227.886057
4518	28014000	28086000	28206000	27966000	28206000	27606000	27805004.4977511
4519	28035000	28083000	28323000	27963000	28203000	27603000	27808781.1094453
4520	28032000	28080000	28320000	27960000	28200000	27600000	27812557.7211394
4521	28029000	28077000	28317000	27957000	28197000	27597000	27816334.3328336
4522	28026000	28074000	28314000	27954000	28194000	27594000	27820098.9505247
4523	28023000	28071000	28311000	27951000	28191000	27591000	27823863.5682159
4524	28020000	28068000	28308000	27948000	28188000	27588000	27827616.1919041
4525	28017000	28065000	28305000	27945000	28185000	27585000	27831368.8155922
4526	28014000	28062000	28302000	27942000	28182000	27582000	27835109.4452774
4527	28011000	28059000	28299000	27939000	28179000	27579000	27838850.0749625
4528	28008000	28056000	28296000	27936000	28176000	27576000	27842590.7046477
4529	28005000	28053000	28293000	27933000	28173000	27573000	27846331.3343328
4530	28002000	28050000	28290000	27930000	28170000	27570000	27850059.970015
4531	27999000	28047000	28287000	27927000	28167000	27567000	27853788.6056972
4532	27996000	28044000	28284000	27924000	28164000	27564000	27857505.2473763
4533	28017000	28041000	28281000	27921000	28281000	27561000	27861221.8890555
4534	28014000	28038000	28278000	27918000	28278000	27558000	27864938.5307346
4535	28011000	28035000	28275000	27915000	28275000	27555000	27868631.1844078
4536	28008000	28032000	28272000	27912000	28272000	27552000	27872323.838081
4537	28005000	28029000	28269000	27909000	28269000	27549000	27875980.5097451
4538	28026000	28026000	28266000	28026000	28266000	27546000	27879637.1814093
4539	28023000	28023000	28263000	28023000	28263000	27543000	27883293.8530735
4540	28044000	28140000	28260000	28020000	28260000	27540000	27886950.5247376
4541	28041000	28137000	28257000	28017000	28257000	27537000	27890607.1964018
4542	28062000	28254000	28254000	28014000	28254000	27534000	27894239.88006
4543	28083000	28251000	28251000	28011000	28251000	27651000	27897872.5637181
4544	28104000	28248000	28248000	28128000	28248000	27648000	27901505.2473763
