Feature	Gain	Cover	Frequency
mcaja_ahorro_rank	0.0792740192931053	0.0124653886526286	0.00659942352421829
ctrx_quarter	0.0746469010355642	0.0102641163270644	0.00515266963189388
ctrx_quarter_normalizado	0.0599297843845341	0.0113445807836768	0.00526766801820684
mcuenta_corriente_rank	0.0388559377723944	0.0179409097716819	0.0134288438210625
vm_status01	0.0366799245907047	0.00630675276827484	0.00266722063738783
mtarjeta_visa_consumo_rank	0.0339001056511233	0.00599168992349559	0.00454429107204463
mprestamos_personales_rank	0.0313509576750163	0.0180139487280234	0.00714473845286365
cdescubierto_preacordado	0.0298294859463113	0.0110534336199609	0.00993808635265924
mcuentas_saldo_rank	0.0262670137326475	0.0163597378063749	0.0101161483701761
mpayroll_sobre_edad_rank	0.0262189090325717	0.00987746462658813	0.00260415700618395
ctarjeta_visa_transacciones	0.0253510820690386	0.00942611612812984	0.00374672161858374
mpayroll_rank	0.0248464029785779	0.0104121359605902	0.00257077037789954
foto_mes	0.0168692944030079	0.0199020182587692	0.0118374145395057
mpasivos_margen_rank	0.0163154868716038	0.0107257851347231	0.016852828032897
mrentabilidad_annual_rank	0.0144309654815116	0.0217244095988937	0.0282079912749611
Visa_delinquency	0.0121724671673324	0.00321114307032461	0.00281560565198521
mactivos_margen_rank	0.0116541571010965	0.0177125709005215	0.0212116378366949
mautoservicio_rank	0.0107597773868674	0.00861287350693078	0.00677748554173514
vm_status06	0.0106836526042336	0.00120520993103246	0.00132433625528158
Visa_Finiciomora	0.010441151919859	0.0109830624753637	0.00214416346093208
Visa_mpagospesos_rank	0.00991817168306984	0.00840969049277486	0.0189265086118953
Master_fechaalta	0.00986425967483785	0.0171545512831625	0.0258894754218771
vm_status04	0.00966545306293303	0.00108903491999993	0.00129094962699717
vm_Finiciomora	0.00962508795934822	0.00976342169432214	0.0024372238647619
mcomisiones_otras_rank	0.00901477734115226	0.0106145404269814	0.0225137163397868
Visa_status	0.0089673029148733	0.00495138305316726	0.00232593510381387
thomebanking	0.00887813285864127	0.00898517690353357	0.0248693284465202
Master_Fvencimiento	0.00808588005973752	0.0129045361359418	0.0259859256813654
Master_status	0.00805688302171102	0.00274181931449983	0.00204771320144379
mtransferencias_recibidas_rank	0.0077915009449504	0.0123652505235334	0.0181660354120837
ctarjeta_visa	0.0076382676243883	0.00245906091153289	0.000359833660398636
mcomisiones_rank	0.00758029068655329	0.00940860070953252	0.0219721110365064
mrentabilidad_rank	0.00756263906220148	0.0118627492312973	0.0208443849255664
mcomisiones_mantenimiento_rank	0.00695158768793268	0.0160663660787665	0.011815156787316
Visa_fechaalta	0.00694792635468831	0.0123220112472728	0.0164188018651996
vm_mpagominimo_rank	0.00669186243139493	0.00617129584356446	0.00728941384209609
chomebanking_transacciones	0.00659966550166581	0.0130357804263785	0.0190081203699238
tcallcenter	0.00641858551063114	0.00855550557653947	0.00799424266143362
Visa_mpagominimo_rank	0.00638059781314463	0.009675320227204	0.0127833690075639
Visa_Fvencimiento	0.00635152582389944	0.0106696954635277	0.0174649162181111
Master_mfinanciacion_limite_rank	0.00615769611394972	0.00990616563005304	0.0206255170290352
Master_mlimitecompra_rank	0.00581852035443268	0.00986947805457401	0.0199948807169964
vmr_mpagospesos	0.00578165230450645	0.0044863987850318	0.00658829464812349
vm_fechaalta	0.00563361172460505	0.0108587058274741	0.0144527004217844
cliente_edad	0.00557803597149552	0.0144974058261481	0.0108432349417032
vm_Fvencimiento	0.00538645033330638	0.00879570092414452	0.015435751143492
Visa_mfinanciacion_limite_rank	0.00518154707968006	0.00994390008658747	0.0144341522949597
Visa_msaldopesos_rank	0.00512280262067299	0.00703381136949987	0.00901809926215551
Visa_msaldototal_rank	0.00497093992215899	0.00483908895531001	0.00830585119208811
vm_status02	0.00493175059162716	0.00503686350543141	0.00261157625691381
Visa_mlimitecompra_rank	0.00491325271275852	0.00883580052974289	0.0141077052628455
vmr_mconsumototal	0.00484743013665428	0.00396435428675577	0.00493380173536275
cmobile_app_trx	0.00482242669897859	0.0133491990392742	0.0143377020354714
vmr_mconsumospesos	0.00481903460460614	0.00451470078957485	0.00512670225433933
Visa_mconsumospesos_rank	0.00468930500747043	0.00784295889325303	0.0169307301655606
Visa_mconsumototal_rank	0.00460631534508273	0.00792675897538674	0.0168602472836268
vmr_mpagominimo	0.00429917494620001	0.00549266607199475	0.00894390675485683
mcuenta_debitos_automaticos_rank	0.00429885481177795	0.00894810355518644	0.00644361925889105
vmr_Master_mlimitecompra	0.00424441284177567	0.00884836401656142	0.0131877181723418
vm_msaldototal_rank	0.00411638529036522	0.0031586904666633	0.00413994190726679
ctarjeta_debito_transacciones	0.00402765566237158	0.00423584131055639	0.00139852876258027
numero_de_cliente	0.00402574493401302	0.0106742776882037	0.0111808108499123
Visa_mconsumosdolares_rank	0.00393997637539717	0.00623499944270924	0.0144489907964195
ccajas_transacciones	0.00378279770121646	0.0107111084357147	0.00872132923296076
mtransferencias_emitidas_rank	0.00371155709473083	0.0118660222322516	0.00997518260630859
vm_msaldopesos_rank	0.00370088152199291	0.004010927423268	0.0043142942994187
Master_fultimo_cierre	0.00365051769315843	0.00724001422238095	0.0111177472187084
cpayroll_trx	0.00362210310157052	0.00337117351667236	0.000248544899450605
cliente_antiguedad	0.00359935934713559	0.00893957574582228	0.00931115966598533
mextraccion_autoservicio_rank	0.00349097241520881	0.00380132549402023	0.00480767447295498
Visa_cconsumos	0.00347564953860063	0.00592996803455614	0.0114516135015525
