Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.182019143302525	0.015723435066466	0.00837209302325582
mcaja_ahorro_rank	0.16335231329359	0.0208683534617463	0.00875512995896033
mcuenta_corriente_rank	0.08322716957675	0.0260692366936589	0.0167989056087551
mpayroll_rank	0.0315791209777395	0.00711195621282335	0.00213406292749658
vm_msaldopesos_rank	0.0301731886583215	0.00520170857608255	0.00459644322845417
mprestamos_personales_rank	0.0273893884970033	0.0182797696165666	0.0052530779753762
vm_status04	0.0264044481590819	0.00170752197739385	0.00164158686730506
foto_mes	0.0207516567946858	0.0227895629495421	0.0180027359781122
cdescubierto_preacordado	0.0161006407038403	0.0117791922394724	0.0105608755129959
mcuentas_saldo_rank	0.0159196672686282	0.0180385443718757	0.0100683994528044
Master_fechaalta	0.0132450443063131	0.0194878067705238	0.0276333789329685
Master_status	0.0126796792446456	0.00415463493185514	0.00246238030095759
mrentabilidad_annual_rank	0.012374081471348	0.0197875201558778	0.0227633378932969
ctarjeta_visa	0.0121242415633439	0.00156220650216656	0.000437756497948016
ctrx_quarter	0.0118575076696674	0.00931279449482714	0.00694938440492476
mpasivos_margen_rank	0.0116304495750901	0.0127607465604181	0.0141176470588235
mactivos_margen_rank	0.0111442234052489	0.0191520625342763	0.0190971272229822
Visa_mpagospesos_rank	0.00949864489162659	0.0107970849246636	0.0227086183310534
thomebanking	0.00923381754639778	0.0118458067692562	0.0286183310533516
vmr_Master_mlimitecompra	0.00908843433858396	0.00806642262532202	0.0133515731874145
Visa_msaldototal_rank	0.00904953203173767	0.00670022806546695	0.0103419972640219
Visa_fultimo_cierre	0.00782406709163053	0.00444154121818569	0.00454172366621067
tcallcenter	0.00756125424566965	0.00941061337027875	0.00864569083447332
Master_msaldopesos_rank	0.00703003245594227	0.00801467440836203	0.0079890560875513
mcomisiones_rank	0.00624298583209453	0.00874791723482301	0.0175102599179207
Master_Fvencimiento	0.00619479258677769	0.0154048464115782	0.0282352941176471
vm_status02	0.00610481092206905	0.012286115444068	0.00470588235294118
cpayroll_trx	0.00594512178977556	0.00138348416012332	0.000164158686730506
Visa_fechaalta	0.0059232086436899	0.014126577710089	0.0177291381668947
Visa_delinquency	0.00574040051843377	0.00626924946197865	0.00311901504787962
