Feature	Gain	Cover	Frequency
mcaja_ahorro_rank	0.0876320388794895	0.0142469884941583	0.00899200710479574
ctrx_quarter_normalizado	0.0768149427752233	0.00723064398279114	0.0047291296625222
ctrx_quarter	0.0559776487750593	0.00420343853243895	0.00406305506216696
cdescubierto_preacordado	0.040860247636179	0.0040513080221493	0.00670515097690941
mtarjeta_visa_consumo_rank	0.0386928204030798	0.00285823255709674	0.00297513321492007
Visa_status	0.0336255783687706	0.0015407165890975	0.00177619893428064
ctrx_quarter_lag1	0.0328379165981278	0.00184671862341717	0.00281971580817052
mcuentas_saldo_rank	0.0297821935328578	0.00915121087649338	0.00859236234458259
mprestamos_personales_rank	0.0295975329886823	0.0101451790662294	0.0103241563055062
mcaja_ahorro_rank_lag1	0.0281150048618772	0.00243304004868883	0.00468472468916519
mpayroll_rank	0.0264740283482411	0.00744902819791493	0.00457371225577265
mpayroll_sobre_edad_rank	0.0199933837539301	0.00604316470741114	0.00399644760213144
mcuenta_corriente_rank	0.0188789826880478	0.00666746177162984	0.0105239786856128
ctarjeta_visa_transacciones	0.0184305504491195	0.00448113175662878	0.00368561278863233
Visa_fultimo_cierre_lag1	0.0168109070487651	0.000538316779265489	0.00188721136767318
cdescubierto_preacordado_delta1	0.0161728443101455	0.00696571883800371	0.00430728241563055
mprestamos_personales_rank_delta1	0.0154482566568748	0.0188687351062496	0.0122335701598579
foto_mes	0.0133659820776288	0.011452633715754	0.0152753108348135
ctarjeta_visa	0.011963506319633	0.000888496193162856	0.00066607460035524
ctrx_quarter_normalizado_lag1	0.0111307303351974	0.00403190987996377	0.0036190053285968
ctrx_quarter_delta1	0.0107845750210314	0.00437849092684715	0.00481793960923624
vm_status01	0.0102153651658945	0.0013558878020565	0.0019316163410302
vm_mpagospesos_rank	0.00939827678560592	0.000793520705121117	0.00130994671403197
mpayroll_rank_lag1	0.00863803210194655	0.00223458162900216	0.0025088809946714
mpasivos_margen_rank	0.00848610309046953	0.00256607453544223	0.00466252220248668
vm_status06	0.00843579890919827	0.000363942763256974	0.000643872113676732
Visa_Finiciomora	0.00798700759971103	0.00565458467417977	0.00321936056838366
vm_Finiciomora	0.00746385797837558	0.00412351590040602	0.00261989342806394
mprestamos_personales_rank_lag1	0.00631324618475834	0.00683576965354766	0.00697158081705151
vmr_mpagospesos	0.00619112005630686	0.00147634047250335	0.00239786856127886
ccomisiones_mantenimiento_delta1	0.00614672871262092	0.00258727801459263	0.00157637655417407
Visa_msaldopesos_rank	0.00587788297177092	0.00150086204825092	0.00310834813499112
cpayroll_trx	0.00519534906001692	0.00704142478421562	0.00259769094138544
vm_Finiciomora_delta1	0.00489654456940055	0.00317773666080601	0.00213143872113677
cproductos_delta1	0.00453928544046758	0.00543373181620623	0.00288632326820604
mpayroll_sobre_edad_rank_lag1	0.0045049837223773	0.00234393267784598	0.00244227353463588
cpayroll_trx_lag1	0.0045000316968527	0.000265372572619995	0.000466252220248668
tcallcenter	0.00442201595009398	0.0022206778102576	0.00512877442273535
mcuentas_saldo_rank_delta1	0.00441179021787473	0.0061915278264917	0.00650532859680284
mactivos_margen_rank	0.00434707221745696	0.0123512030042341	0.0107682060390764
Visa_mpagospesos_rank	0.00423608445312479	0.000703061417277236	0.00335257548845471
Master_status	0.00417653748716072	0.00152735973670455	0.00142095914742451
mcuenta_corriente_rank_lag1	0.00414255930953128	0.00446896595555895	0.0072158081705151
vm_status06_delta1	0.00393592321194318	0.000997717835017913	0.000599467140319716
ctrx_quarter_normalizado_delta1	0.00383495080385833	0.00569378496647834	0.0044404973357016
internet_lag1	0.00382528767059756	0.00301739782949681	0.00242007104795737
thomebanking	0.00382208219402137	0.00325214404303184	0.00515097690941385
ccaja_ahorro	0.00373248491622494	0.00399335745228872	0.00202042628774423
vm_Finiciomora_lag1	0.0036421203428255	0.00514051611424267	0.00324156305506217
internet	0.0035734233060744	0.00436093621775337	0.00255328596802842
Visa_Finiciomora_delta1	0.00343122133474972	0.00225448041375526	0.00144316163410302
Visa_delinquency	0.00337892075948615	0.00106446213407641	0.00273090586145648
vm_msaldototal_rank	0.00326355495363178	0.000607430943194423	0.001398756660746
ccaja_seguridad	0.00316987398182468	0.00810296605390471	0.00295293072824156
vm_status04	0.00287426403234915	0.000987544002755333	0.000865896980461812
active_quarter	0.00282295470180233	0.00255295697650686	0.00159857904085258
mrentabilidad_annual_rank_lag1	0.0028228724074399	0.00583536591482816	0.00921403197158082
mautoservicio_rank	0.0027367196971133	0.00299876071102916	0.0019538188277087
mrentabilidad_annual_rank	0.00262601284348751	0.00910960310717732	0.00925843694493783
ccaja_ahorro_delta1	0.0025636624807745	0.00446704575404697	0.00235346358792185
vm_status06_lag1	0.00247432371710356	0.000103360323420488	0.000177619893428064
mcuenta_debitos_automaticos_rank	0.00241705614952366	0.0043056106162287	0.00310834813499112
vmr_mconsumototal	0.00238063362345779	0.0011946231634195	0.00159857904085258
vm_mpagominimo_rank	0.0022651367903182	0.00212520550539365	0.00286412078152753
mrentabilidad_annual_rank_delta1	0.00224140155158153	0.00655393807912983	0.00876998223801066
cliente_vip_lag1	0.00223476404006937	0.00267403105401302	0.00199822380106572
vm_mpagospesos_rank_lag1	0.00217396847841244	0.000292461223496749	0.00102131438721137
mtarjeta_master_consumo_rank	0.00214057662853586	0.00167775031644681	0.00162078152753108
mcomisiones_mantenimiento_rank	0.00210104578265162	0.00969756268895143	0.00761545293072824
mcomisiones_otras_rank	0.0019109457624664	0.0008436958163064	0.00466252220248668
mplazo_fijo_dolares_rank	0.00189652575704874	0.00743821949934435	0.00299733570159858
Visa_msaldototal_rank	0.00188800657340308	0.000799529337798282	0.00237566607460036
mcuenta_corriente_rank_delta1	0.00182157197837533	0.00326042655124584	0.00308614564831261
cprestamos_personales_delta1	0.00179105841799141	0.00443193246402074	0.00184280639431616
Master_fechaalta	0.00174952164867472	0.00566007713084138	0.00701598579040853
Visa_fechaalta	0.00173632474854991	0.00422993728103888	0.00588365896980462
cliente_vip_delta1	0.0017309669388674	0.00367856078995144	0.00459591474245115
Visa_mpagominimo_rank_lag1	0.00168860333712071	0.0024902452435128	0.0044404973357016
Visa_mpagominimo_rank	0.00168008001221249	0.00467928953265233	0.00561722912966252
mttarjeta_visa_debitos_automaticos_rank_delta1	0.00167296422959615	0.00345594896489039	0.00341918294849023
Visa_madelantodolares_rank	0.00164391397365718	9.34339200860208e-06	0.000133214920071048
mcaja_ahorro_rank_delta1	0.00159367724485941	0.00565083371523834	0.0063943161634103
mcaja_ahorro_dolares_rank_delta1	0.00152037862731091	0.00322655114335325	0.00313055062166963
chomebanking_transacciones	0.00147950117048169	0.00372313208302013	0.00570603907637655
mpayroll_rank_delta1	0.00147680908647058	0.00825513883176647	0.00412966252220249
cliente_edad_lag1	0.00146461682006076	0.00877796744973309	0.00765985790408526
mtransferencias_recibidas_rank	0.00142880755120181	0.00594038903162928	0.00672735346358792
vmr_msaldopesos	0.00142732038398717	0.000469674449580713	0.00173179396092362
mpagomiscuentas_rank	0.00138084375119695	0.00357833972105639	0.00244227353463588
ctarjeta_visa_transacciones_delta1	0.00137494442842404	0.00644183823225276	0.00313055062166963
tcuentas_lag1	0.00136882619328867	0.00390312538145324	0.00244227353463588
vm_msaldopesos_rank	0.00136658246084209	0.000874904449224144	0.00177619893428064
mactivos_margen_rank_lag1	0.00136096238187234	0.00889377299191384	0.00657193605683837
Master_fechaalta_lag1	0.00129838625280331	0.00363300604986147	0.00579484902309059
cproductos	0.00128413376165266	0.00185509638347169	0.000954706927175844
cliente_edad	0.00126122265032044	0.00540025684400906	0.00630550621669627
mcomisiones_rank_delta1	0.00125972779294716	0.00131380905122265	0.00441829484902309
mextraccion_autoservicio_rank	0.00124811695785258	0.000386113648954178	0.00155417406749556
vm_fechaalta	0.00123412069338729	0.00706048951038932	0.0058392539964476
ccaja_seguridad_lag1	0.00120647216585746	0.00079755850277708	0.0005550621669627
vm_mpagominimo_rank_lag1	0.00120072039092726	0.00263350640851725	0.00286412078152753
mcomisiones_mantenimiento_rank_delta1	0.00117506515395952	0.00449574059571052	0.0036190053285968
thomebanking_lag1	0.00114785126582298	0.00084679844969112	0.00366341030195382
cdescubierto_preacordado_lag1	0.0011437143670385	0.0022824635515506	0.00321936056838366
mrentabilidad_rank_delta1	0.00113667948799315	0.00120060029131418	0.00543960923623446
ctarjeta_debito_transacciones	0.00112561518770221	0.00241944000795297	0.00117673179396092
Master_Finiciomora	0.00109832259971059	0.00160884788217162	0.000910301953818828
mtransferencias_emitidas_rank	0.00108701024605749	0.00422796351909202	0.0044404973357016
vm_status02	0.00108243641530263	0.00139547620008807	0.00130994671403197
Master_delinquency	0.0010500623364695	0.000793803395437086	0.00077708703374778
mcomisiones_otras_rank_delta1	0.0010394951234415	0.00145743854792691	0.00490674955595027
mpayroll_sobre_edad_rank_delta1	0.0010240858942051	0.00502510229612033	0.00253108348134991
mcomisiones_mantenimiento_rank_lag1	0.00101267564001159	0.00670786862565285	0.00617229129662522
Visa_Finiciomora_lag1	0.00101188527231701	0.00199460917076049	0.00153197158081705
mactivos_margen_rank_delta1	0.000996815065520903	0.00273105673841215	0.00646092362344583
vm_fechaalta_lag1	0.000991437296290992	0.00251497460793547	0.00428507992895204
vmr_mpagominimo	0.000946757229488584	0.00168431649389194	0.00224245115452931
mrentabilidad_rank	0.000905511088273285	0.00197759195584158	0.00535079928952043
mtransferencias_recibidas_rank_lag1	0.000885527904042083	0.0052525314951155	0.00612788632326821
tcallcenter_delta1	0.000885088940775476	0.00181649265393431	0.00162078152753108
chomebanking_transacciones_lag1	0.000875137981046923	0.00286209706692572	0.00468472468916519
Visa_mfinanciacion_limite_rank	0.000871312799836082	0.00272862824284191	0.00490674955595027
mprestamos_prendarios_rank	0.000857084600930136	0.00711236894503427	0.00270870337477797
Visa_fechaalta_lag1	0.000855883554131411	0.00154540506306935	0.00428507992895204
vmr_mpagominimo_lag1	0.000854483026156074	0.00246367590299718	0.00290852575488455
mpasivos_margen_rank_delta1	0.000847557857364509	0.00429441305138538	0.00557282415630551
mcuentas_saldo_rank_lag1	0.00084537502676871	0.00638978032428262	0.00517317939609236
numero_de_cliente	0.000840299443559507	0.00568359179806909	0.00623889875666075
mcomisiones_otras_rank_lag1	0.000818243061558999	0.00166754481807513	0.00466252220248668
Visa_delinquency_lag1	0.000802976930933507	0.000508775618200099	0.00186500888099467
vm_mconsumototal_rank	0.000773230481719026	0.000479295507733681	0.000976909413854352
mpasivos_margen_rank_lag1	0.00076757819771656	0.00105452222539993	0.00446269982238011
active_quarter_lag1	0.000760728706547023	0.000227459067464886	0.000732682060390764
