Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado_lag1	0.165987707694669	0.00698370129820586	0.00323353961086023
mcuenta_corriente_rank	0.0898137153779703	0.0164908937090585	0.0091988626860679
ctrx_quarter_normalizado	0.0394917446116198	0.00570286359952355	0.0027875341472933
mpayroll_sobre_edad_rank_lag1	0.0353350281628631	0.00512931160486463	0.00144951775659252
Master_status	0.0270884840258123	0.0025256094329961	0.00217427663488878
mpayroll_rank	0.0250908481613253	0.00735822153036087	0.00167252048837598
mpasivos_margen_rank	0.0209291172846098	0.00890317309005653	0.00596532307520767
mprestamos_personales_rank	0.0204107456011515	0.010636120186704	0.00367954507442716
ctarjeta_visa	0.0201767303977981	0.00049391347527696	5.57506829458661e-05
cdescubierto_preacordado	0.0197074848055715	0.00720056000946247	0.00590957239226181
mpayroll_sobre_edad_rank	0.0195622000577705	0.00830014704497167	0.00267603278140157
foto_mes	0.018204548522974	0.0126217313107924	0.0102581256620394
mcuentas_saldo_rank	0.0139842159909394	0.00983671162806424	0.00485030941629035
ctrx_quarter	0.0131056080982179	0.0040012900293519	0.00273178346434744
mpayroll_rank_lag1	0.0110123944783009	0.00316773540272426	0.00128226570775492
mcuenta_corriente_rank_delta1	0.0107060861892892	0.00654014166155602	0.00340079165969783
mprestamos_personales_rank_lag1	0.0104984566877553	0.00662359762692215	0.00234152868372638
vm_status03_delta1	0.00961251968985916	0.00209397526950957	0.000334504097675197
mcaja_ahorro_rank	0.00957906222536499	0.00801926154248769	0.0031220382449685
mprestamos_personales_rank_delta1	0.00932161700091136	0.0137593720179605	0.0032892902938061
Master_fechaalta	0.00906775457081618	0.00555520438044914	0.00997937224731003
mpasivos_margen_rank_lag1	0.00781933592717133	0.00333359915402577	0.00563081897753247
ctrx_quarter_delta1	0.00726344805985713	0.00592586767447087	0.00373529575737303
mrentabilidad_annual_rank_delta1	0.00699770052543756	0.00714504271682275	0.0163349501031388
vm_msaldototal_rank	0.00654856949788254	0.00199773116832787	0.00178402185426771
mrentabilidad_annual_rank	0.00617887744765751	0.00771139519637668	0.00908736132017617
thomebanking	0.00610393565520092	0.00419737548488762	0.0106483804426604
mactivos_margen_rank	0.00602073552815898	0.00660094589341605	0.0065785805876122
mcuenta_corriente_rank_lag1	0.00576557521760795	0.00735906762557496	0.00512906283101968
tcallcenter	0.0057562624014899	0.0061028302608292	0.00462730668450689
ctrx_quarter_normalizado_delta1	0.00570104142540903	0.00595095636254397	0.00289903551318504
Visa_status	0.00530538868838946	0.00351634820712949	0.00117076434186319
vm_Finiciomora	0.00484427039196339	0.00514361758771841	0.00100351229302559
Visa_delinquency	0.00475227084266701	0.00201266266829463	0.00139376707364665
cdescubierto_preacordado_delta1	0.00455952958727366	0.0089534334960382	0.00133801639070079
Visa_msaldototal_rank	0.00433181627604419	0.00268473620894878	0.00446005463566929
mpasivos_margen_rank_delta1	0.00424751063554288	0.00375945301539506	0.00886435858839271
internet	0.00393148354565409	0.00172193360316161	0.000390254780621063
Visa_msaldopesos_rank	0.00387814300718085	0.00305394407279234	0.00440430395272342
mrentabilidad_annual_rank_lag1	0.00381995125080318	0.00589468525146784	0.00925461336901377
mrentabilidad_rank_delta1	0.00363550081836124	0.00422932270707097	0.0100908736132018
vm_status01	0.00361629453540198	0.00501181437018919	0.00183977253721358
mcuentas_saldo_rank_delta1	0.00352863046354786	0.00621213682377931	0.00791659697831299
mcomisiones_otras_rank_lag1	0.00351364481480526	0.00329520816162015	0.0067458326364498
Master_fechaalta_lag1	0.00350384053947127	0.00589078689473915	0.010815632491498
mcomisiones_mantenimiento_rank_delta1	0.00346667291932518	0.0030428910871574	0.00289903551318504
ccomisiones_mantenimiento_delta1	0.00318748317818824	0.00311692730806007	0.000334504097675197
mcaja_ahorro_rank_lag1	0.00314591804321982	0.00492120493178459	0.00228577800078051
Visa_mpagominimo_rank	0.0030394007729804	0.00444158491746048	0.00590957239226181
mactivos_margen_rank_delta1	0.00302502852843474	0.0061025794375212	0.0125439036628199
mcomisiones_mantenimiento_rank	0.00289190875386251	0.00702655663726254	0.00518481351396555
vm_mpagominimo_rank	0.00284196758852851	0.0027800076473946	0.00323353961086023
Visa_msaldopesos_rank_lag1	0.00274863329448274	0.00121018817037159	0.00384679712326476
ccaja_seguridad	0.00266516020258198	0.00589179750846709	0.000613257512404527
mrentabilidad_rank_lag1	0.00265545296396909	0.00325661335119619	0.00680158331939566
Visa_mpagospesos_rank_lag1	0.00253406572220257	0.00353260895504189	0.00880860790544684
mcomisiones_rank_delta1	0.00251025398886975	0.00559371153756654	0.0097006188325807
mcomisiones_rank_lag1	0.00250445346605162	0.00330208249259003	0.00708033673412499
vmr_mpagominimo_lag1	0.00248592467998063	0.00209510898315596	0.00406979985504823
cproductos_delta1	0.00246010165686808	0.0041866580861978	0.000446005463566929
Master_msaldopesos_rank_lag1	0.00240975525286594	0.00109633923969535	0.00273178346434744
thomebanking_lag1	0.00240471766726144	0.00355788084815794	0.0101466242961476
chomebanking_transacciones	0.0023360458240834	0.00594618282126209	0.00763784356358365
mcomisiones_otras_rank_delta1	0.00231140661478245	0.00546582170304713	0.0093661147349055
ctrx_quarter_lag1	0.00227456833373898	0.00707063507707383	0.0027875341472933
ctarjeta_visa_transacciones	0.00225079717380229	0.0041489078298309	0.00178402185426771
Master_msaldototal_rank	0.00223626393686632	0.00229210295076582	0.00301053687907677
Visa_fechaalta_lag1	0.00222107609760196	0.00332954167283286	0.00730333946590846
Visa_mpagominimo_rank_lag1	0.00219216463296025	0.0039862936081449	0.00585382170931594
vm_status02	0.00217286066211133	0.0031634041735124	0.00150526843953838
mrentabilidad_rank	0.00214076480224582	0.00531386593079423	0.00696883536823326
ccaja_ahorro	0.00213396705505284	0.00462458190420276	0.000613257512404527
Visa_mfinanciacion_limite_rank	0.0020952193657804	0.00460148612482496	0.00696883536823326
Master_msaldodolares_rank_lag1	0.0020828426523614	7.40183049520933e-05	0.000223002731783464
Master_Fvencimiento	0.00203475578679365	0.00361366225658512	0.00897585995428444
mcuenta_debitos_automaticos_rank	0.00203210072866392	0.00428350092688893	0.00234152868372638
mttarjeta_visa_debitos_automaticos_rank_delta1	0.0020184554790991	0.00467116144924278	0.00284328483023917
cdescubierto_preacordado_lag1	0.00201498781516912	0.00378566000554418	0.0031220382449685
vm_fechaalta	0.00199631719265301	0.00435279269584881	0.00735909014885432
mtarjeta_visa_consumo_rank	0.00195995163362904	0.0024055785361495	0.00150526843953838
mtransferencias_recibidas_rank	0.00194070104771509	0.00523845441987941	0.00351229302558956
